,DOM,delay
678,5,189256
679,5,189298
680,5,189338
681,5,189378
682,5,189417
683,5,189459
684,5,189497
685,5,189538
686,5,189578
687,5,189621
688,5,189659
689,5,189741
690,5,189782
691,5,189862
692,5,189901
693,5,189943
694,5,189981
695,5,190022
696,5,190062
697,5,190103
698,5,190144
699,5,190184
700,5,190224
701,5,190264
702,5,190306
703,5,190344
704,5,190427
705,5,190465
706,5,190505
707,5,190546
708,5,190586
709,5,190669
710,5,190749
711,5,190787
712,5,190830
713,5,190868
714,5,190910
715,5,190949
716,5,190989
717,5,191031
718,5,191072
719,5,191112
720,5,191152
721,5,191192
722,5,191234
723,5,191273
724,5,191312
725,5,191354
726,5,191394
727,5,191435
728,5,191475
729,5,191515
730,5,191556
731,5,191636
732,5,191675
733,5,191717
734,5,191755
735,5,191798
736,5,191838
737,5,191879
738,5,191919
739,5,191958
740,5,191998
741,5,192039
742,5,192080
743,5,192119
744,5,192161
745,5,192199
746,5,192241
747,5,192282
748,5,192320
749,5,192360
750,5,192403
751,5,192443
752,5,192484
753,5,192524
754,5,192562
755,5,192603
756,5,192645
757,5,192684
758,5,192724
759,5,192766
760,5,192805
761,5,192847
762,5,192887
763,5,192927
764,5,192966
765,5,193007
766,5,193048
767,5,193087
768,5,193129
769,5,193169
770,5,193208
771,5,193248
772,5,193289
773,5,193329
774,5,193369
775,5,193410
776,5,193450
777,5,193491
778,5,193531
779,5,193613
780,5,193654
781,5,193693
782,5,193735
783,5,193773
784,5,193814
785,5,193854
786,5,193893
787,5,193934
788,5,193974
789,5,194016
790,5,194055
791,5,194097
792,5,194138
793,5,194176
794,5,194218
795,5,194257
796,5,194299
797,5,194338
798,5,194380
799,5,194421
800,5,194501
801,5,194539
802,5,194580
803,5,194622
804,5,194660
805,5,194701
806,5,194742
807,5,194782
808,5,194823
809,5,194863
810,5,194904
811,5,194942
812,5,194983
813,5,195025
814,5,195065
815,5,195104
816,5,195144
817,5,195187
818,5,195225
819,5,195267
820,5,195306
821,5,195348
822,5,195387
823,5,195428
824,5,195470
825,5,195510
826,5,195548
827,5,195591
828,5,195629
829,5,195670
830,5,195711
831,5,195751
832,5,195790
833,5,195832
834,5,195870
835,5,195913
836,5,195951
837,5,195992
838,5,196034
839,5,196075
840,5,196115
841,5,196153
842,5,196196
843,5,196234
844,5,196274
845,5,196357
846,5,196397
847,5,196438
848,5,196478
849,5,196517
850,5,196557
851,5,196598
852,5,196638
853,5,196679
854,5,196717
855,5,196758
856,5,196800
857,5,196839
858,5,196879
859,5,196919
860,5,196962
861,5,197002
862,5,197043
863,5,197083
864,5,197121
865,5,197164
866,5,197204
867,5,197243
868,5,197283
869,5,197324
870,5,197364
871,5,197403
872,5,197444
873,5,197486
874,5,197526
875,5,197608
876,5,197645
877,5,197688
878,5,197726
879,5,197766
880,5,197809
881,5,197849
882,5,197890
883,5,197930
884,5,197970
885,5,198011
886,5,198051
887,5,198092
888,5,198132
889,5,198172
890,5,198253
891,5,198292
892,5,198333
893,5,198373
894,5,198411
895,5,198454
896,5,198492
897,5,198533
898,5,198573
899,5,198613
900,5,198654
901,5,198694
902,5,198735
903,5,198777
904,5,198815
905,5,198856
906,5,198898
907,5,198937
908,5,198977
909,5,199017
910,5,199058
911,5,199098
912,5,199141
913,5,199221
914,5,199259
915,5,199300
916,5,199341
917,5,199382
918,5,199422
919,5,199460
920,5,199503
921,5,199541
922,5,199584
923,5,199624
924,5,199664
925,5,199703
926,5,199745
927,5,199786
928,5,199826
929,5,199864
930,5,199905
931,5,199947
932,5,199985
933,5,200026
934,5,200067
935,5,200107
936,5,200147
937,5,200187
938,5,200229
939,5,200269
940,5,200310
941,5,200350
942,5,200391
943,5,200471
944,5,200511
945,5,200552
946,5,200592
947,5,200633
948,5,200713
949,5,200753
950,5,200792
951,5,200832
952,5,200874
953,5,200915
954,5,200954
955,5,200995
956,5,201034
957,5,201075
958,5,201116
959,5,201156
960,5,201197
961,5,201237
962,5,201277
963,5,201316
964,5,201358
965,5,201397
966,5,201439
967,5,201478
968,5,201518
969,5,201558
970,5,201599
971,5,201641
972,6,124269
973,6,124229
974,6,124190
975,6,124150
976,6,124111
977,6,124071
978,6,124032
979,6,123992
980,6,123952
981,6,123913
982,6,123873
983,6,123834
984,6,123794
985,6,123754
986,6,123715
987,6,123675
988,6,123636
989,6,123596
990,6,123556
991,6,123517
992,6,123477
993,6,123438
994,6,123398
995,6,123358
996,6,123319
997,6,123279
998,6,123239
999,6,123200
1000,6,123160
1001,6,123121
1002,6,123081
1003,6,123042
1004,6,123002
1005,6,122962
1006,6,122923
1007,6,122883
1008,6,122843
1009,6,122805
1010,6,122765
1011,6,122726
1012,6,122686
1013,6,122646
1014,6,122607
1015,6,122567
1016,6,122528
1017,6,122488
1018,6,122448
1019,6,122409
1020,6,122369
1021,6,122330
1022,6,122290
1023,6,122250
1024,6,122211
1025,6,122171
1026,6,122132
1027,6,122092
1028,6,122053
1029,6,122013
1030,6,121973
1031,6,121934
1032,6,121894
1033,6,121855
1034,6,121815
1035,6,121775
1036,6,121736
1037,6,121696
1038,6,121656
1039,6,121617
1040,6,121577
1041,6,121538
1042,6,121498
1043,6,121459
1044,6,121419
1045,6,121379
1046,6,121340
1047,6,121300
1048,6,121260
1049,6,121221
1050,6,121181
1051,6,121142
1052,6,121102
1053,6,121062
1054,6,121023
1055,6,120983
1056,6,120944
1057,6,120904
1058,6,120865
1059,6,120825
1060,6,120786
1061,6,120746
1062,6,120707
1063,6,120666
1064,6,120627
1065,6,120587
1066,6,120548
1067,6,120508
1068,6,120469
1069,6,120429
1070,6,120389
1071,6,120350
1072,6,120311
1073,6,120271
1074,6,120232
1075,6,120192
1076,6,120153
1077,6,120113
1078,6,120073
1079,6,120034
1080,6,119994
1081,6,119955
1082,6,119915
1083,6,119875
1084,6,119836
1085,6,119796
1086,6,119757
1087,6,119717
1088,6,119677
1089,6,119638
1090,6,119598
1091,6,119559
1092,6,119519
1093,6,119479
1094,6,119440
1095,6,119400
1096,6,119361
1097,6,119321
1098,6,119281
1099,6,119242
1100,6,119202
1101,6,119163
1102,6,119123
1103,6,119083
1104,6,119044
1105,6,119004
1106,6,118965
1107,6,118925
1108,6,118885
1109,6,118846
1110,6,118806
1111,6,118767
1112,6,118727
1113,6,118687
1114,6,118648
1115,6,118608
1116,6,118569
1117,6,118529
1118,6,118489
1119,6,118450
1120,6,118410
1121,6,118371
1122,6,118331
1123,6,118292
1124,6,118253
1125,6,118212
1126,6,118173
1127,6,118133
1128,6,118093
1129,6,118054
1130,6,118015
1131,6,117976
1132,6,117936
1133,6,117896
1134,6,117857
1135,6,117817
1136,6,117778
1137,6,117738
1138,6,117698
1139,6,117659
1140,6,117619
1141,6,117580
1142,6,117540
1143,6,117500
1144,6,117461
1145,6,117421
1146,6,117382
1147,6,117342
1148,6,117303
1149,6,117263
1150,6,117223
1151,6,117184
1152,6,117144
1153,6,117104
1154,6,117065
1155,6,117025
1156,6,116986
1157,6,116946
1158,6,116906
1159,6,116867
1160,6,116827
1161,6,116788
1162,6,116748
1163,6,116709
1164,6,116669
1165,6,116629
1166,6,116590
1167,6,116550
1168,6,116510
1169,6,116471
1170,6,116431
1171,6,116392
1172,6,116352
1173,6,116312
1174,6,116273
1175,6,116233
1176,6,116194
1177,6,116154
1178,6,116114
1179,6,116075
1180,6,116035
1181,6,115996
1182,6,115956
1183,6,115916
1184,6,115877
1185,6,115837
1186,6,115798
1187,6,115759
1188,6,115718
1189,6,115680
1190,6,115640
1191,6,115601
1192,6,115561
1193,6,115521
1194,6,115482
1195,6,115442
1196,6,115403
1197,6,115363
1198,6,115323
1199,6,115284
1200,6,115244
1201,6,115205
1202,6,115165
1203,6,115125
1204,6,115086
1205,6,115046
1206,6,115007
1207,6,114967
1208,6,114927
1209,6,114888
1210,6,114848
1211,6,114809
1212,6,114769
1213,6,114729
1214,6,114690
1215,6,114650
1216,6,114611
1217,6,114571
1218,6,114531
1219,6,114492
1220,6,114452
1221,6,114413
1222,6,114373
1223,6,114333
1224,6,114294
1225,6,114254
1226,6,114215
1227,6,114175
1228,6,114135
1229,6,114096
1230,6,114057
1231,6,114017
1232,6,113977
1233,6,113937
1234,6,113898
1235,6,113858
1236,6,113819
1237,6,113779
1238,6,113739
1239,6,113700
1240,6,113660
1241,6,113621
1242,6,113581
1243,6,113541
1244,6,113503
1245,6,113463
1246,6,113424
1247,6,113384
1248,6,113344
1249,6,113305
1250,6,113265
1251,6,113226
1252,6,113186
1253,6,113146
1254,6,113107
1255,6,113067
1256,6,113028
1257,6,112988
1258,6,112948
1259,6,112909
1260,6,112869
1261,6,112830
1262,6,112790
1263,6,112750
1264,6,112711
1265,6,112671
1266,6,112632
1267,6,112592
1268,6,112552
1269,6,112513
1270,6,112473
1271,6,112434
1272,6,112394
1273,6,112354
1274,6,112315
1275,6,112275
1276,6,112235
1277,6,112196
1278,6,112156
1279,6,112117
1280,6,112077
1281,6,112038
1282,6,111998
1283,6,111958
1284,6,111919
1285,6,111879
1286,6,111839
1287,6,111800
1288,6,111760
1289,6,111721
1290,6,111681
1291,6,111642
1292,6,111602
1293,6,111563
1294,6,111523
1295,6,111483
1296,7,99811
1297,7,99812
1298,7,99813
1299,7,99814
1300,7,99816
1301,7,99817
1302,7,99819
1303,7,99819
1304,7,99820
1305,7,99822
1306,7,99823
1307,7,99825
1308,7,99825
1309,7,99826
1310,7,99828
1311,7,99829
1312,7,99831
1313,7,99831
1314,7,99832
1315,7,99834
1316,7,99835
1317,7,99837
1318,7,99837
1319,7,99838
1320,7,99840
1321,7,99841
1322,7,99842
1323,7,99843
1324,7,99844
1325,7,99846
1326,7,99847
1327,7,99849
1328,7,99849
1329,7,99850
1330,7,99852
1331,7,99853
1332,7,99854
1333,7,99855
1334,7,99856
1335,7,99858
1336,7,99859
1337,7,99860
1338,7,99861
1339,7,99862
1340,7,99864
1341,7,99865
1342,7,99866
1343,7,99867
1344,7,99868
1345,7,99870
1346,7,99871
1347,7,99872
1348,7,99873
1349,7,99874
1350,7,99876
1351,7,99877
1352,7,99879
1353,7,99879
1354,7,99880
1355,7,99882
1356,7,99883
1357,7,99885
1358,7,99885
1359,7,99886
1360,7,99888
1361,7,99889
1362,7,99890
1363,7,99891
1364,7,99892
1365,7,99894
1366,7,99895
1367,7,99897
1368,7,99897
1369,7,99898
1370,7,99900
1371,7,99901
1372,7,99902
1373,7,99903
1374,7,99904
1375,7,99906
1376,7,99907
1377,7,99908
1378,7,99909
1379,7,99910
1380,7,99912
1381,7,99913
1382,7,99914
1383,7,99915
1384,7,99916
1385,7,99918
1386,7,99919
1387,7,99920
1388,7,99921
1389,7,99922
1390,7,99924
1391,7,99925
1392,7,99927
1393,7,99927
1394,7,99928
1395,7,99930
1396,7,99931
1397,7,99932
1398,7,99933
1399,7,99934
1400,7,99936
1401,7,99937
1402,7,99938
1403,7,99939
1404,7,99940
1405,7,99942
1406,7,99943
1407,7,99944
1408,7,99945
1409,7,99946
1410,7,99948
1411,7,99949
1412,7,99949
1413,7,99951
1414,7,99952
1415,7,99954
1416,7,99955
1417,7,99955
1418,7,99957
1419,7,99958
1420,7,99960
1421,7,99961
1422,7,99961
1423,7,99963
1424,7,99964
1425,7,99966
1426,7,99967
1427,7,99968
1428,7,99969
1429,7,99970
1430,7,99972
1431,7,99973
1432,7,99973
1433,7,99975
1434,7,99976
1435,7,99978
1436,7,99979
1437,7,99979
1438,7,99981
1439,7,99982
1440,7,99984
1441,7,99985
1442,7,99985
1443,7,99987
1444,7,99988
1445,7,99990
1446,7,99991
1447,7,99992
1448,7,99993
1449,7,99994
1450,7,99996
1451,7,99997
1452,7,99998
1453,7,99999
1454,7,100000
1455,7,100002
1456,7,100003
1457,7,100003
1458,7,100005
1459,7,100006
1460,7,100008
1461,7,100009
1462,7,100009
1463,7,100011
1464,7,100012
1465,7,100014
1466,7,100015
1467,7,100015
1468,7,100017
1469,7,100018
1470,7,100020
1471,7,100021
1472,7,100022
1473,7,100023
1474,7,100024
1475,7,100026
1476,7,100027
1477,7,100027
1478,7,100029
1479,7,100030
1480,7,100032
1481,7,100033
1482,7,100033
1483,7,100035
1484,7,100036
1485,7,100038
1486,7,100039
1487,7,100040
1488,7,100041
1489,7,100042
1490,7,100044
1491,7,100045
1492,7,100045
1493,7,100047
1494,7,100048
1495,7,100050
1496,7,100051
1497,7,100051
1498,7,100053
1499,7,100054
1500,7,100056
1501,7,100057
1502,7,100057
1503,7,100059
1504,7,100060
1505,7,100062
1506,7,100063
1507,7,100063
1508,7,100065
1509,7,100066
1510,7,100068
1511,7,100069
1512,7,100069
1513,7,100071
1514,7,100072
1515,7,100074
1516,7,100075
1517,7,100075
1518,7,100077
1519,7,100078
1520,7,100080
1521,7,100081
1522,7,100081
1523,7,100083
1524,7,100084
1525,7,100086
1526,7,100086
1527,7,100087
1528,7,100089
1529,7,100090
1530,7,100092
1531,7,100093
1532,7,100093
1533,7,100095
1534,7,100096
1535,7,100098
1536,7,100099
1537,7,100099
1538,7,100101
1539,7,100102
1540,7,100104
1541,7,100105
1542,7,100105
1543,7,100107
1544,7,100108
1545,7,100110
1546,7,100111
1547,7,100111
1548,7,100113
1549,7,100114
1550,7,100116
1551,7,100116
1552,7,100117
1553,7,100119
1554,7,100120
1555,7,100122
1556,7,100123
1557,7,100123
1558,7,100125
1559,7,100126
1560,7,100128
1561,7,100129
1562,7,100129
1563,7,100131
1564,7,100132
1565,7,100134
1566,7,100134
1567,7,100135
1568,7,100137
1569,7,100138
1570,7,100140
1571,7,100140
1572,7,100141
1573,7,100143
1574,7,100144
1575,7,100146
1576,7,100147
1577,7,100147
1578,7,100149
1579,7,100150
1580,7,100152
1581,7,100153
1582,7,100153
1583,7,100155
1584,7,100156
1585,7,100158
1586,7,100158
1587,7,100159
1588,7,100161
1589,7,100162
1590,7,100164
1591,7,100164
1592,7,100165
1593,7,100167
1594,7,100168
1595,7,100170
1596,7,100171
1597,7,100171
1598,7,100173
1599,7,100174
1600,7,100175
1601,7,100177
1602,7,100177
1603,7,100179
1604,7,100180
1605,7,100182
1606,7,100182
1607,7,100183
1608,7,100185
1609,7,100186
1610,7,100187
1611,7,100188
1612,7,100189
1613,7,100191
1614,7,100192
1615,7,100194
1616,7,100194
1617,7,100195
1618,7,100197
1619,7,100198
1620,8,271719
1621,8,271719
1622,8,271720
1623,8,271720
1624,8,271721
1625,8,271722
1626,8,271723
1627,8,271723
1628,8,271723
1629,8,271724
1630,8,271724
1631,8,271725
1632,8,271725
1633,8,271725
1634,8,271726
1635,8,271726
1636,8,271727
1637,8,271727
1638,8,271727
1639,8,271729
1640,8,271729
1641,8,271730
1642,8,271730
1643,8,271730
1644,8,271731
1645,8,271731
1646,8,271731
1647,8,271732
1648,8,271732
1649,8,271733
1650,8,271733
1651,8,271734
1652,8,271734
1653,8,271734
1654,8,271735
1655,8,271736
1656,8,271736
1657,8,271737
1658,8,271737
1659,8,271738
1660,8,271738
1661,8,271738
1662,8,271739
1663,8,271739
1664,8,271740
1665,8,271740
1666,8,271740
1667,8,271741
1668,8,271741
1669,8,271742
1670,8,271742
1671,8,271743
1672,8,271744
1673,8,271744
1674,8,271745
1675,8,271745
1676,8,271746
1677,8,271746
1678,8,271746
1679,8,271747
1680,8,271747
1681,8,271748
1682,8,271748
1683,8,271748
1684,8,271749
1685,8,271749
1686,8,271750
1687,8,271751
1688,8,271751
1689,8,271752
1690,8,271752
1691,8,271753
1692,8,271753
1693,8,271753
1694,8,271754
1695,8,271754
1696,8,271754
1697,8,271755
1698,8,271755
1699,8,271756
1700,8,271756
1701,8,271757
1702,8,271758
1703,8,271758
1704,8,271759
1705,8,271759
1706,8,271759
1707,8,271760
1708,8,271760
1709,8,271761
1710,8,271761
1711,8,271761
1712,8,271762
1713,8,271762
1714,8,271763
1715,8,271763
1716,8,271765
1717,8,271765
1718,8,271765
1719,8,271766
1720,8,271766
1721,8,271766
1722,8,271767
1723,8,271767
1724,8,271768
1725,8,271768
1726,8,271768
1727,8,271769
1728,8,271769
1729,8,271770
1730,8,271770
1731,8,271770
1732,8,271771
1733,8,271771
1734,8,271773
1735,8,271773
1736,8,271773
1737,8,271774
1738,8,271774
1739,8,271775
1740,8,271775
1741,8,271775
1742,8,271776
1743,8,271776
1744,8,271777
1745,8,271777
1746,8,271777
1747,8,271778
1748,8,271779
1749,8,271780
1750,8,271780
1751,8,271780
1752,8,271781
1753,8,271781
1754,8,271782
1755,8,271782
1756,8,271782
1757,8,271783
1758,8,271783
1759,8,271784
1760,8,271784
1761,8,271784
1762,8,271785
1763,8,271785
1764,8,271787
1765,8,271787
1766,8,271787
1767,8,271788
1768,8,271788
1769,8,271789
1770,8,271789
1771,8,271790
1772,8,271790
1773,8,271790
1774,8,271791
1775,8,271791
1776,8,271791
1777,8,271792
1778,8,271792
1779,8,271793
1780,8,271794
1781,8,271794
1782,8,271795
1783,8,271795
1784,8,271796
1785,8,271796
1786,8,271796
1787,8,271797
1788,8,271797
1789,8,271798
1790,8,271798
1791,8,271798
1792,8,271799
1793,8,271799
1794,8,271800
1795,8,271800
1796,8,271802
1797,8,271802
1798,8,271802
1799,8,271803
1800,8,271803
1801,8,271803
1802,8,271804
1803,8,271804
1804,8,271805
1805,8,271805
1806,8,271805
1807,8,271806
1808,8,271806
1809,8,271807
1810,8,271807
1811,8,271808
1812,8,271809
1813,8,271809
1814,8,271810
1815,8,271810
1816,8,271810
1817,8,271811
1818,8,271811
1819,8,271812
1820,8,271812
1821,8,271812
1822,8,271813
1823,8,271813
1824,8,271814
1825,8,271814
1826,8,271814
1827,8,271816
1828,8,271816
1829,8,271817
1830,8,271817
1831,8,271817
1832,8,271818
1833,8,271818
1834,8,271819
1835,8,271819
1836,8,271819
1837,8,271820
1838,8,271820
1839,8,271821
1840,8,271821
1841,8,271821
1842,8,271822
1843,8,271823
1844,8,271824
1845,8,271824
1846,8,271824
1847,8,271825
1848,8,271825
1849,8,271826
1850,8,271826
1851,8,271826
1852,8,271827
1853,8,271827
1854,8,271828
1855,8,271828
1856,8,271828
1857,8,271829
1858,8,271829
1859,8,271831
1860,8,271831
1861,8,271831
1862,8,271832
1863,8,271832
1864,8,271833
1865,8,271833
1866,8,271833
1867,8,271834
1868,8,271834
1869,8,271835
1870,8,271835
1871,8,271835
1872,8,271836
