,DOM,TSCounter,time,tot
6464,17.0,1623055442.0,22296661.0,25.0
6465,18.0,1623055442.0,22296660.0,25.0
6466,1.0,1623055443.0,39016690.0,25.0
6467,2.0,1623055443.0,39016693.0,25.0
6468,4.0,1623055443.0,39016688.0,25.0
6469,5.0,1623055443.0,39016685.0,25.0
6470,6.0,1623055443.0,39016694.0,25.0
6471,7.0,1623055443.0,39016692.0,25.0
6472,8.0,1623055443.0,39016689.0,25.0
6473,9.0,1623055443.0,39016686.0,25.0
6474,10.0,1623055443.0,39016691.0,25.0
6475,11.0,1623055443.0,39016689.0,24.0
6476,12.0,1623055443.0,39016686.0,25.0
6477,14.0,1623055443.0,39016686.0,25.0
6478,16.0,1623055443.0,39016689.0,26.0
6479,17.0,1623055443.0,39016686.0,25.0
6480,18.0,1623055443.0,39016685.0,26.0
6481,1.0,1623055444.0,55736688.0,25.0
6482,2.0,1623055444.0,55736692.0,25.0
6483,4.0,1623055444.0,55736686.0,25.0
6484,5.0,1623055444.0,55736683.0,25.0
6485,6.0,1623055444.0,55736693.0,25.0
6486,7.0,1623055444.0,55736690.0,25.0
6487,8.0,1623055444.0,55736687.0,25.0
6488,9.0,1623055444.0,55736684.0,25.0
6489,10.0,1623055444.0,55736689.0,25.0
6490,11.0,1623055444.0,55736687.0,25.0
6491,12.0,1623055444.0,55736684.0,25.0
6492,14.0,1623055444.0,55736684.0,25.0
6493,16.0,1623055444.0,55736688.0,25.0
6494,17.0,1623055444.0,55736685.0,25.0
6495,18.0,1623055444.0,55736684.0,25.0
6496,1.0,1623055445.0,72456813.0,25.0
6497,2.0,1623055445.0,72456816.0,25.0
6498,4.0,1623055445.0,72456811.0,25.0
6499,5.0,1623055445.0,72456808.0,25.0
6500,6.0,1623055445.0,72456817.0,25.0
6501,7.0,1623055445.0,72456815.0,25.0
6502,8.0,1623055445.0,72456812.0,25.0
6503,9.0,1623055445.0,72456809.0,25.0
6504,10.0,1623055445.0,72456814.0,25.0
6505,11.0,1623055445.0,72456812.0,25.0
6506,12.0,1623055445.0,72456809.0,25.0
6507,14.0,1623055445.0,72456809.0,25.0
6508,16.0,1623055445.0,72456813.0,25.0
6509,17.0,1623055445.0,72456810.0,25.0
6510,18.0,1623055445.0,72456809.0,25.0
6511,1.0,1623055446.0,89177042.0,25.0
6512,2.0,1623055446.0,89177046.0,25.0
6513,4.0,1623055446.0,89177040.0,25.0
6514,5.0,1623055446.0,89177037.0,25.0
6515,6.0,1623055446.0,89177047.0,25.0
6516,7.0,1623055446.0,89177044.0,25.0
6517,8.0,1623055446.0,89177041.0,25.0
6518,9.0,1623055446.0,89177038.0,25.0
6519,10.0,1623055446.0,89177043.0,25.0
6520,11.0,1623055446.0,89177041.0,25.0
6521,12.0,1623055446.0,89177038.0,25.0
6522,14.0,1623055446.0,89177038.0,25.0
6523,16.0,1623055446.0,89177042.0,25.0
6524,17.0,1623055446.0,89177039.0,25.0
6525,18.0,1623055446.0,89177038.0,25.0
6526,1.0,1623055447.1,5896942.0,25.0
6527,2.0,1623055447.1,5896945.0,25.0
6528,4.0,1623055447.1,5896939.0,25.0
6529,5.0,1623055447.1,5896937.0,25.0
6530,6.0,1623055447.1,5896946.0,25.0
6531,7.0,1623055447.1,5896943.0,25.0
6532,8.0,1623055447.1,5896940.0,25.0
6533,9.0,1623055447.1,5896938.0,24.0
6534,10.0,1623055447.1,5896942.0,26.0
6535,11.0,1623055447.1,5896940.0,25.0
6536,12.0,1623055447.1,5896937.0,25.0
6537,14.0,1623055447.1,5896938.0,25.0
6538,16.0,1623055447.1,5896941.0,25.0
6539,17.0,1623055447.1,5896938.0,25.0
6540,18.0,1623055447.1,5896937.0,25.0
6541,1.0,1623055448.1,22616668.0,25.0
6542,2.0,1623055448.1,22616671.0,25.0
6543,4.0,1623055448.1,22616666.0,25.0
6544,5.0,1623055448.1,22616663.0,25.0
6545,6.0,1623055448.1,22616672.0,25.0
6546,7.0,1623055448.1,22616670.0,25.0
6547,8.0,1623055448.1,22616667.0,25.0
6548,9.0,1623055448.1,22616664.0,25.0
6549,10.0,1623055448.1,22616669.0,25.0
6550,11.0,1623055448.1,22616666.0,25.0
6551,12.0,1623055448.1,22616664.0,25.0
6552,14.0,1623055448.1,22616664.0,25.0
6553,16.0,1623055448.1,22616668.0,25.0
6554,17.0,1623055448.1,22616664.0,26.0
6555,18.0,1623055448.1,22616664.0,25.0
6556,1.0,1623055449.1,39336470.0,25.0
6557,2.0,1623055449.1,39336473.0,25.0
6558,4.0,1623055449.1,39336468.0,25.0
6559,5.0,1623055449.1,39336465.0,25.0
6560,6.0,1623055449.1,39336474.0,25.0
6561,7.0,1623055449.1,39336472.0,25.0
6562,8.0,1623055449.1,39336469.0,25.0
6563,9.0,1623055449.1,39336466.0,25.0
6564,10.0,1623055449.1,39336471.0,25.0
6565,11.0,1623055449.1,39336468.0,25.0
6566,12.0,1623055449.1,39336466.0,25.0
6567,14.0,1623055449.1,39336466.0,25.0
6568,16.0,1623055449.1,39336469.0,25.0
6569,17.0,1623055449.1,39336466.0,25.0
6570,18.0,1623055449.1,39336465.0,26.0
6571,1.0,1623055450.1,56056642.0,25.0
6572,2.0,1623055450.1,56056646.0,25.0
6573,4.0,1623055450.1,56056640.0,25.0
6574,5.0,1623055450.1,56056637.0,26.0
6575,6.0,1623055450.1,56056647.0,25.0
6576,7.0,1623055450.1,56056644.0,25.0
6577,8.0,1623055450.1,56056641.0,25.0
6578,9.0,1623055450.1,56056638.0,25.0
6579,10.0,1623055450.1,56056643.0,25.0
6580,11.0,1623055450.1,56056641.0,25.0
6581,12.0,1623055450.1,56056638.0,25.0
6582,14.0,1623055450.1,56056639.0,24.0
6583,16.0,1623055450.1,56056642.0,25.0
6584,17.0,1623055450.1,56056639.0,25.0
6585,18.0,1623055450.1,56056638.0,25.0
6586,1.0,1623055451.1,72776572.0,25.0
6587,2.0,1623055451.1,72776575.0,26.0
6588,4.0,1623055451.1,72776570.0,25.0
6589,5.0,1623055451.1,72776567.0,25.0
6590,6.0,1623055451.1,72776577.0,25.0
6591,7.0,1623055451.1,72776574.0,25.0
6592,8.0,1623055451.1,72776571.0,25.0
6593,9.0,1623055451.1,72776568.0,25.0
6594,10.0,1623055451.1,72776573.0,25.0
6595,11.0,1623055451.1,72776571.0,25.0
6596,12.0,1623055451.1,72776568.0,25.0
6597,14.0,1623055451.1,72776568.0,25.0
6598,16.0,1623055451.1,72776572.0,25.0
6599,17.0,1623055451.1,72776569.0,25.0
6600,18.0,1623055451.1,72776568.0,25.0
6601,1.0,1623055452.1,89496581.0,25.0
6602,2.0,1623055452.1,89496584.0,25.0
6603,4.0,1623055452.1,89496579.0,25.0
6604,5.0,1623055452.1,89496576.0,25.0
6605,6.0,1623055452.1,89496585.0,25.0
6606,7.0,1623055452.1,89496583.0,25.0
6607,8.0,1623055452.1,89496580.0,25.0
6608,9.0,1623055452.1,89496577.0,25.0
6609,10.0,1623055452.1,89496582.0,25.0
6610,11.0,1623055452.1,89496580.0,25.0
6611,12.0,1623055452.1,89496577.0,25.0
6612,14.0,1623055452.1,89496577.0,25.0
6613,16.0,1623055452.1,89496581.0,25.0
6614,17.0,1623055452.1,89496578.0,25.0
6615,18.0,1623055452.1,89496577.0,25.0
6616,1.0,1623055453.2,6217016.0,25.0
6617,2.0,1623055453.2,6217020.0,25.0
6618,4.0,1623055453.2,6217014.0,25.0
6619,5.0,1623055453.2,6217011.0,25.0
6620,6.0,1623055453.2,6217021.0,25.0
6621,7.0,1623055453.2,6217018.0,25.0
6622,8.0,1623055453.2,6217015.0,25.0
6623,9.0,1623055453.2,6217012.0,25.0
6624,10.0,1623055453.2,6217017.0,25.0
6625,11.0,1623055453.2,6217015.0,25.0
6626,12.0,1623055453.2,6217012.0,25.0
6627,14.0,1623055453.2,6217012.0,25.0
6628,16.0,1623055453.2,6217016.0,25.0
6629,17.0,1623055453.2,6217013.0,25.0
6630,18.0,1623055453.2,6217012.0,25.0
6631,1.0,1623055454.2,22937447.0,25.0
6632,2.0,1623055454.2,22937451.0,24.0
6633,4.0,1623055454.2,22937445.0,25.0
6634,5.0,1623055454.2,22937442.0,25.0
6635,6.0,1623055454.2,22937452.0,25.0
6636,7.0,1623055454.2,22937449.0,25.0
6637,8.0,1623055454.2,22937446.0,25.0
6638,9.0,1623055454.2,22937443.0,25.0
6639,10.0,1623055454.2,22937448.0,25.0
6640,11.0,1623055454.2,22937446.0,25.0
6641,12.0,1623055454.2,22937443.0,25.0
6642,14.0,1623055454.2,22937443.0,25.0
6643,16.0,1623055454.2,22937447.0,25.0
6644,17.0,1623055454.2,22937444.0,25.0
6645,18.0,1623055454.2,22937443.0,25.0
6646,1.0,1623055455.2,39657593.0,25.0
6647,2.0,1623055455.2,39657596.0,25.0
6648,4.0,1623055455.2,39657590.0,25.0
6649,5.0,1623055455.2,39657588.0,25.0
6650,6.0,1623055455.2,39657597.0,25.0
6651,7.0,1623055455.2,39657595.0,25.0
6652,8.0,1623055455.2,39657592.0,25.0
6653,9.0,1623055455.2,39657589.0,25.0
6654,10.0,1623055455.2,39657594.0,25.0
6655,11.0,1623055455.2,39657591.0,25.0
6656,12.0,1623055455.2,39657589.0,25.0
6657,14.0,1623055455.2,39657589.0,25.0
6658,16.0,1623055455.2,39657592.0,25.0
6659,17.0,1623055455.2,39657589.0,25.0
6660,18.0,1623055455.2,39657588.0,25.0
6661,1.0,1623055456.2,56377804.0,25.0
6662,2.0,1623055456.2,56377808.0,25.0
6663,4.0,1623055456.2,56377802.0,25.0
6664,5.0,1623055456.2,56377799.0,25.0
6665,6.0,1623055456.2,56377809.0,25.0
6666,7.0,1623055456.2,56377806.0,25.0
6667,8.0,1623055456.2,56377803.0,25.0
6668,9.0,1623055456.2,56377800.0,25.0
6669,10.0,1623055456.2,56377805.0,26.0
6670,11.0,1623055456.2,56377803.0,25.0
6671,12.0,1623055456.2,56377800.0,25.0
6672,14.0,1623055456.2,56377801.0,25.0
6673,16.0,1623055456.2,56377804.0,25.0
6674,17.0,1623055456.2,56377801.0,25.0
6675,18.0,1623055456.2,56377800.0,25.0
6676,1.0,1623055457.2,73098087.0,25.0
6677,2.0,1623055457.2,73098091.0,25.0
6678,4.0,1623055457.2,73098085.0,25.0
6679,5.0,1623055457.2,73098082.0,25.0
6680,6.0,1623055457.2,73098091.0,25.0
6681,7.0,1623055457.2,73098089.0,25.0
6682,8.0,1623055457.2,73098086.0,25.0
6683,9.0,1623055457.2,73098083.0,25.0
6684,10.0,1623055457.2,73098088.0,25.0
6685,11.0,1623055457.2,73098086.0,25.0
6686,12.0,1623055457.2,73098083.0,25.0
6687,14.0,1623055457.2,73098083.0,25.0
6688,16.0,1623055457.2,73098087.0,25.0
6689,17.0,1623055457.2,73098084.0,25.0
6690,18.0,1623055457.2,73098083.0,25.0
6691,1.0,1623055458.2,89818257.0,25.0
6692,2.0,1623055458.2,89818260.0,25.0
6693,4.0,1623055458.2,89818254.0,25.0
6694,5.0,1623055458.2,89818252.0,25.0
6695,6.0,1623055458.2,89818261.0,25.0
6696,7.0,1623055458.2,89818258.0,25.0
6697,8.0,1623055458.2,89818256.0,25.0
6698,9.0,1623055458.2,89818253.0,25.0
6699,10.0,1623055458.2,89818258.0,25.0
6700,11.0,1623055458.2,89818255.0,25.0
6701,12.0,1623055458.2,89818253.0,25.0
6702,14.0,1623055458.2,89818253.0,25.0
6703,16.0,1623055458.2,89818256.0,25.0
6704,17.0,1623055458.2,89818253.0,25.0
6705,18.0,1623055458.2,89818252.0,25.0
6706,1.0,1623055459.3,6538418.0,26.0
6707,2.0,1623055459.3,6538422.0,25.0
6708,4.0,1623055459.3,6538416.0,25.0
6709,5.0,1623055459.3,6538414.0,25.0
6710,6.0,1623055459.3,6538423.0,25.0
6711,7.0,1623055459.3,6538420.0,25.0
6712,8.0,1623055459.3,6538417.0,25.0
6713,9.0,1623055459.3,6538415.0,24.0
6714,10.0,1623055459.3,6538419.0,25.0
6715,11.0,1623055459.3,6538417.0,25.0
6716,12.0,1623055459.3,6538414.0,25.0
6717,14.0,1623055459.3,6538415.0,25.0
6718,16.0,1623055459.3,6538418.0,25.0
6719,17.0,1623055459.3,6538415.0,25.0
6720,18.0,1623055459.3,6538414.0,25.0
6721,1.0,1623055460.3,23258455.0,25.0
6722,2.0,1623055460.3,23258459.0,25.0
6723,4.0,1623055460.3,23258453.0,25.0
6724,5.0,1623055460.3,23258450.0,25.0
6725,6.0,1623055460.3,23258460.0,25.0
6726,7.0,1623055460.3,23258457.0,25.0
6727,8.0,1623055460.3,23258454.0,25.0
6728,9.0,1623055460.3,23258451.0,25.0
6729,10.0,1623055460.3,23258456.0,25.0
6730,11.0,1623055460.3,23258454.0,25.0
6731,12.0,1623055460.3,23258451.0,25.0
6732,14.0,1623055460.3,23258451.0,25.0
6733,16.0,1623055460.3,23258455.0,25.0
6734,17.0,1623055460.3,23258452.0,25.0
6735,18.0,1623055460.3,23258451.0,25.0
6736,1.0,1623055461.3,39978417.0,25.0
6737,2.0,1623055461.3,39978420.0,25.0
6738,4.0,1623055461.3,39978414.0,25.0
6739,5.0,1623055461.3,39978412.0,25.0
6740,6.0,1623055461.3,39978421.0,25.0
6741,7.0,1623055461.3,39978418.0,25.0
6742,8.0,1623055461.3,39978416.0,25.0
6743,9.0,1623055461.3,39978413.0,25.0
6744,10.0,1623055461.3,39978418.0,25.0
6745,11.0,1623055461.3,39978415.0,25.0
6746,12.0,1623055461.3,39978412.0,26.0
6747,14.0,1623055461.3,39978413.0,25.0
6748,16.0,1623055461.3,39978416.0,25.0
6749,17.0,1623055461.3,39978413.0,25.0
6750,18.0,1623055461.3,39978412.0,25.0
6751,1.0,1623055462.3,56698526.0,25.0
6752,2.0,1623055462.3,56698529.0,25.0
6753,4.0,1623055462.3,56698523.0,25.0
6754,5.0,1623055462.3,56698521.0,25.0
6755,6.0,1623055462.3,56698530.0,25.0
6756,7.0,1623055462.3,56698527.0,26.0
6757,8.0,1623055462.3,56698525.0,25.0
6758,9.0,1623055462.3,56698522.0,25.0
6759,10.0,1623055462.3,56698527.0,25.0
6760,11.0,1623055462.3,56698524.0,25.0
6761,12.0,1623055462.3,56698522.0,25.0
6762,14.0,1623055462.3,56698522.0,25.0
6763,16.0,1623055462.3,56698525.0,25.0
6764,17.0,1623055462.3,56698522.0,25.0
6765,18.0,1623055462.3,56698521.0,25.0
6766,1.0,1623055463.3,73418639.0,25.0
6767,2.0,1623055463.3,73418642.0,25.0
6768,4.0,1623055463.3,73418637.0,25.0
6769,5.0,1623055463.3,73418634.0,25.0
6770,6.0,1623055463.3,73418643.0,25.0
6771,7.0,1623055463.3,73418641.0,25.0
6772,8.0,1623055463.3,73418638.0,25.0
6773,9.0,1623055463.3,73418635.0,25.0
6774,10.0,1623055463.3,73418640.0,25.0
6775,11.0,1623055463.3,73418638.0,25.0
6776,12.0,1623055463.3,73418635.0,25.0
6777,14.0,1623055463.3,73418635.0,25.0
6778,16.0,1623055463.3,73418639.0,25.0
6779,17.0,1623055463.3,73418636.0,25.0
6780,18.0,1623055463.3,73418635.0,25.0
6781,1.0,1623055464.3,90138699.0,25.0
6782,2.0,1623055464.3,90138702.0,25.0
6783,4.0,1623055464.3,90138696.0,25.0
6784,5.0,1623055464.3,90138694.0,25.0
6785,6.0,1623055464.3,90138703.0,25.0
6786,7.0,1623055464.3,90138700.0,25.0
6787,8.0,1623055464.3,90138698.0,25.0
6788,9.0,1623055464.3,90138695.0,25.0
6789,10.0,1623055464.3,90138699.0,26.0
6790,11.0,1623055464.3,90138697.0,25.0
6791,12.0,1623055464.3,90138694.0,25.0
6792,14.0,1623055464.3,90138695.0,25.0
6793,16.0,1623055464.3,90138698.0,25.0
6794,17.0,1623055464.3,90138695.0,25.0
6795,18.0,1623055464.3,90138694.0,25.0
6796,1.0,1623055465.4,6858762.0,25.0
6797,2.0,1623055465.4,6858765.0,25.0
6798,4.0,1623055465.4,6858760.0,25.0
6799,5.0,1623055465.4,6858757.0,25.0
6800,6.0,1623055465.4,6858766.0,25.0
6801,7.0,1623055465.4,6858764.0,25.0
6802,8.0,1623055465.4,6858761.0,25.0
6803,9.0,1623055465.4,6858758.0,25.0
6804,10.0,1623055465.4,6858763.0,25.0
6805,11.0,1623055465.4,6858760.0,25.0
6806,12.0,1623055465.4,6858758.0,25.0
6807,14.0,1623055465.4,6858758.0,25.0
6808,16.0,1623055465.4,6858762.0,24.0
6809,17.0,1623055465.4,6858758.0,25.0
6810,18.0,1623055465.4,6858758.0,25.0
6811,1.0,1623055466.4,23578786.0,25.0
6812,2.0,1623055466.4,23578790.0,25.0
6813,4.0,1623055466.4,23578784.0,25.0
6814,5.0,1623055466.4,23578781.0,25.0
6815,6.0,1623055466.4,23578791.0,25.0
6816,7.0,1623055466.4,23578788.0,25.0
6817,8.0,1623055466.4,23578785.0,25.0
6818,9.0,1623055466.4,23578782.0,25.0
6819,10.0,1623055466.4,23578787.0,25.0
6820,11.0,1623055466.4,23578785.0,25.0
6821,12.0,1623055466.4,23578782.0,25.0
6822,14.0,1623055466.4,23578782.0,25.0
6823,16.0,1623055466.4,23578786.0,25.0
6824,17.0,1623055466.4,23578783.0,25.0
6825,18.0,1623055466.4,23578782.0,25.0
6826,1.0,1623055467.4,40298905.0,25.0
6827,2.0,1623055467.4,40298908.0,25.0
6828,4.0,1623055467.4,40298903.0,25.0
6829,5.0,1623055467.4,40298900.0,25.0
6830,6.0,1623055467.4,40298909.0,25.0
6831,7.0,1623055467.4,40298907.0,25.0
6832,8.0,1623055467.4,40298904.0,25.0
6833,9.0,1623055467.4,40298901.0,25.0
6834,10.0,1623055467.4,40298906.0,25.0
6835,11.0,1623055467.4,40298903.0,25.0
6836,12.0,1623055467.4,40298901.0,25.0
6837,14.0,1623055467.4,40298901.0,25.0
6838,16.0,1623055467.4,40298904.0,25.0
6839,17.0,1623055467.4,40298901.0,25.0
6840,18.0,1623055467.4,40298900.0,25.0
6841,1.0,1623055468.4,57018371.0,26.0
6842,2.0,1623055468.4,57018375.0,25.0
6843,4.0,1623055468.4,57018369.0,25.0
6844,5.0,1623055468.4,57018367.0,25.0
6845,6.0,1623055468.4,57018376.0,25.0
6846,7.0,1623055468.4,57018373.0,25.0
6847,8.0,1623055468.4,57018370.0,25.0
6848,9.0,1623055468.4,57018368.0,24.0
6849,10.0,1623055468.4,57018372.0,25.0
6850,11.0,1623055468.4,57018370.0,25.0
6851,12.0,1623055468.4,57018367.0,25.0
6852,14.0,1623055468.4,57018368.0,25.0
6853,16.0,1623055468.4,57018371.0,25.0
6854,17.0,1623055468.4,57018368.0,25.0
6855,18.0,1623055468.4,57018367.0,25.0
6856,1.0,1623055469.4,73738497.0,25.0
6857,2.0,1623055469.4,73738500.0,25.0
6858,4.0,1623055469.4,73738494.0,25.0
6859,5.0,1623055469.4,73738492.0,25.0
6860,6.0,1623055469.4,73738501.0,25.0
6861,7.0,1623055469.4,73738498.0,25.0
6862,8.0,1623055469.4,73738496.0,25.0
6863,9.0,1623055469.4,73738493.0,25.0
6864,10.0,1623055469.4,73738498.0,25.0
6865,11.0,1623055469.4,73738495.0,25.0
6866,12.0,1623055469.4,73738493.0,25.0
6867,14.0,1623055469.4,73738493.0,25.0
6868,16.0,1623055469.4,73738496.0,25.0
6869,17.0,1623055469.4,73738493.0,25.0
6870,18.0,1623055469.4,73738492.0,25.0
6871,1.0,1623055470.4,90458632.0,25.0
6872,2.0,1623055470.4,90458635.0,25.0
6873,4.0,1623055470.4,90458630.0,25.0
6874,5.0,1623055470.4,90458627.0,25.0
6875,6.0,1623055470.4,90458636.0,25.0
6876,7.0,1623055470.4,90458634.0,25.0
6877,8.0,1623055470.4,90458631.0,25.0
6878,9.0,1623055470.4,90458628.0,25.0
6879,10.0,1623055470.4,90458633.0,25.0
6880,11.0,1623055470.4,90458630.0,26.0
6881,12.0,1623055470.4,90458628.0,25.0
6882,14.0,1623055470.4,90458628.0,25.0
6883,16.0,1623055470.4,90458632.0,25.0
6884,17.0,1623055470.4,90458628.0,26.0
6885,18.0,1623055470.4,90458628.0,25.0
6886,1.0,1623055471.5,7179335.0,25.0
6887,2.0,1623055471.5,7179339.0,25.0
6888,4.0,1623055471.5,7179333.0,25.0
6889,5.0,1623055471.5,7179330.0,25.0
6890,6.0,1623055471.5,7179340.0,25.0
6891,7.0,1623055471.5,7179337.0,25.0
6892,8.0,1623055471.5,7179334.0,25.0
6893,9.0,1623055471.5,7179331.0,25.0
6894,10.0,1623055471.5,7179336.0,25.0
6895,11.0,1623055471.5,7179334.0,25.0
6896,12.0,1623055471.5,7179331.0,25.0
6897,14.0,1623055471.5,7179331.0,25.0
6898,16.0,1623055471.5,7179335.0,25.0
6899,17.0,1623055471.5,7179332.0,25.0
6900,18.0,1623055471.5,7179331.0,25.0
6901,1.0,1623055472.5,23899501.0,25.0
6902,2.0,1623055472.5,23899504.0,25.0
6903,4.0,1623055472.5,23899498.0,25.0
6904,5.0,1623055472.5,23899496.0,25.0
6905,6.0,1623055472.5,23899505.0,25.0
6906,7.0,1623055472.5,23899502.0,25.0
6907,8.0,1623055472.5,23899500.0,25.0
6908,9.0,1623055472.5,23899497.0,25.0
6909,10.0,1623055472.5,23899501.0,26.0
6910,11.0,1623055472.5,23899499.0,25.0
6911,12.0,1623055472.5,23899496.0,25.0
6912,14.0,1623055472.5,23899497.0,25.0
6913,16.0,1623055472.5,23899500.0,25.0
6914,17.0,1623055472.5,23899497.0,25.0
6915,18.0,1623055472.5,23899496.0,25.0
6916,1.0,1623055473.5,40620046.0,25.0
6917,2.0,1623055473.5,40620050.0,25.0
6918,4.0,1623055473.5,40620044.0,25.0
6919,5.0,1623055473.5,40620042.0,25.0
6920,6.0,1623055473.5,40620051.0,25.0
6921,7.0,1623055473.5,40620048.0,25.0
6922,8.0,1623055473.5,40620045.0,25.0
6923,9.0,1623055473.5,40620043.0,24.0
6924,10.0,1623055473.5,40620047.0,26.0
6925,11.0,1623055473.5,40620045.0,25.0
6926,12.0,1623055473.5,40620042.0,25.0
6927,14.0,1623055473.5,40620043.0,25.0
6928,16.0,1623055473.5,40620046.0,25.0
6929,17.0,1623055473.5,40620043.0,25.0
6930,18.0,1623055473.5,40620042.0,25.0
6931,1.0,1623055474.5,57340172.0,25.0
6932,2.0,1623055474.5,57340175.0,26.0
6933,4.0,1623055474.5,57340170.0,25.0
6934,5.0,1623055474.5,57340167.0,25.0
6935,6.0,1623055474.5,57340176.0,25.0
6936,7.0,1623055474.5,57340174.0,25.0
6937,8.0,1623055474.5,57340171.0,25.0
6938,9.0,1623055474.5,57340168.0,25.0
6939,10.0,1623055474.5,57340173.0,25.0
6940,11.0,1623055474.5,57340171.0,25.0
6941,12.0,1623055474.5,57340168.0,25.0
6942,14.0,1623055474.5,57340168.0,25.0
6943,16.0,1623055474.5,57340172.0,25.0
6944,17.0,1623055474.5,57340169.0,25.0
6945,18.0,1623055474.5,57340168.0,25.0
6946,1.0,1623055475.5,74060220.0,25.0
6947,2.0,1623055475.5,74060223.0,25.0
6948,4.0,1623055475.5,74060217.0,25.0
6949,5.0,1623055475.5,74060215.0,25.0
6950,6.0,1623055475.5,74060224.0,25.0
6951,7.0,1623055475.5,74060221.0,25.0
6952,8.0,1623055475.5,74060219.0,25.0
6953,9.0,1623055475.5,74060216.0,25.0
6954,10.0,1623055475.5,74060221.0,25.0
6955,11.0,1623055475.5,74060218.0,25.0
6956,12.0,1623055475.5,74060215.0,26.0
6957,14.0,1623055475.5,74060216.0,25.0
6958,16.0,1623055475.5,74060219.0,25.0
6959,17.0,1623055475.5,74060216.0,25.0
6960,18.0,1623055475.5,74060215.0,25.0
6961,1.0,1623055476.5,90780329.0,25.0
6962,2.0,1623055476.5,90780332.0,25.0
6963,4.0,1623055476.5,90780327.0,25.0
6964,5.0,1623055476.5,90780324.0,25.0
6965,6.0,1623055476.5,90780333.0,25.0
6966,7.0,1623055476.5,90780331.0,25.0
6967,8.0,1623055476.5,90780328.0,25.0
6968,9.0,1623055476.5,90780325.0,25.0
6969,10.0,1623055476.5,90780330.0,25.0
6970,11.0,1623055476.5,90780327.0,25.0
6971,12.0,1623055476.5,90780325.0,25.0
6972,14.0,1623055476.5,90780325.0,25.0
6973,16.0,1623055476.5,90780328.0,25.0
6974,17.0,1623055476.5,90780325.0,25.0
6975,18.0,1623055476.5,90780325.0,24.0
6976,1.0,1623055477.6,7500567.0,25.0
6977,2.0,1623055477.6,7500570.0,25.0
6978,4.0,1623055477.6,7500564.0,25.0
6979,5.0,1623055477.6,7500562.0,25.0
6980,6.0,1623055477.6,7500571.0,25.0
6981,7.0,1623055477.6,7500568.0,25.0
6982,8.0,1623055477.6,7500566.0,25.0
6983,9.0,1623055477.6,7500563.0,25.0
6984,10.0,1623055477.6,7500568.0,25.0
6985,11.0,1623055477.6,7500565.0,25.0
6986,12.0,1623055477.6,7500562.0,25.0
6987,14.0,1623055477.6,7500563.0,25.0
6988,16.0,1623055477.6,7500566.0,25.0
6989,17.0,1623055477.6,7500563.0,25.0
6990,18.0,1623055477.6,7500562.0,25.0
6991,1.0,1623055478.6,24220529.0,26.0
6992,2.0,1623055478.6,24220533.0,25.0
6993,4.0,1623055478.6,24220527.0,25.0
6994,5.0,1623055478.6,24220524.0,26.0
6995,6.0,1623055478.6,24220534.0,25.0
6996,7.0,1623055478.6,24220531.0,25.0
6997,8.0,1623055478.6,24220528.0,25.0
6998,9.0,1623055478.6,24220525.0,25.0
6999,10.0,1623055478.6,24220530.0,25.0
7000,11.0,1623055478.6,24220528.0,25.0
7001,12.0,1623055478.6,24220525.0,25.0
7002,14.0,1623055478.6,24220526.0,25.0
7003,16.0,1623055478.6,24220529.0,25.0
7004,17.0,1623055478.6,24220526.0,25.0
7005,18.0,1623055478.6,24220525.0,25.0
7006,1.0,1623055479.6,40940470.0,25.0
7007,2.0,1623055479.6,40940473.0,25.0
7008,4.0,1623055479.6,40940467.0,25.0
7009,5.0,1623055479.6,40940465.0,25.0
7010,6.0,1623055479.6,40940474.0,25.0
7011,7.0,1623055479.6,40940471.0,25.0
7012,8.0,1623055479.6,40940469.0,25.0
7013,9.0,1623055479.6,40940466.0,25.0
7014,10.0,1623055479.6,40940471.0,25.0
7015,11.0,1623055479.6,40940468.0,25.0
7016,12.0,1623055479.6,40940466.0,25.0
7017,14.0,1623055479.6,40940466.0,25.0
7018,16.0,1623055479.6,40940469.0,25.0
7019,17.0,1623055479.6,40940466.0,25.0
7020,18.0,1623055479.6,40940465.0,25.0
7021,1.0,1623055480.6,57660583.0,25.0
7022,2.0,1623055480.6,57660586.0,25.0
7023,4.0,1623055480.6,57660581.0,25.0
7024,5.0,1623055480.6,57660578.0,25.0
7025,6.0,1623055480.6,57660587.0,25.0
7026,7.0,1623055480.6,57660585.0,25.0
7027,8.0,1623055480.6,57660582.0,25.0
7028,9.0,1623055480.6,57660579.0,25.0
7029,10.0,1623055480.6,57660584.0,25.0
7030,11.0,1623055480.6,57660581.0,26.0
7031,12.0,1623055480.6,57660579.0,25.0
7032,14.0,1623055480.6,57660579.0,25.0
7033,16.0,1623055480.6,57660583.0,25.0
7034,17.0,1623055480.6,57660579.0,25.0
7035,18.0,1623055480.6,57660579.0,25.0
7036,1.0,1623055481.6,74380740.0,25.0
7037,2.0,1623055481.6,74380744.0,25.0
7038,4.0,1623055481.6,74380738.0,25.0
7039,5.0,1623055481.6,74380735.0,26.0
7040,6.0,1623055481.6,74380745.0,25.0
7041,7.0,1623055481.6,74380742.0,25.0
7042,8.0,1623055481.6,74380739.0,25.0
7043,9.0,1623055481.6,74380736.0,25.0
7044,10.0,1623055481.6,74380741.0,25.0
7045,11.0,1623055481.6,74380739.0,25.0
