,DOM,time
122699,2,24743241
122700,6,24743241
122701,11,24743232
122702,12,24743242
122703,13,24743234
122704,14,24743236
122705,16,24743240
122706,18,24743236
122707,1,41465299
122708,2,41465302
122709,6,41465303
122710,11,41465294
122711,12,41465303
122712,13,41465295
122713,14,41465298
122714,16,41465301
122715,18,41465297
122716,1,58186088
122717,2,58186091
122718,6,58186092
122719,11,58186083
122720,12,58186093
122721,13,58186084
122722,14,58186087
122723,16,58186091
122724,18,58186087
122725,1,74906915
122726,2,74906919
122727,6,74906919
122728,11,74906910
122729,12,74906920
122730,13,74906912
122731,14,74906915
122732,16,74906918
122733,18,74906914
122734,1,91627634
122735,2,91627638
122736,6,91627638
122737,11,91627629
122738,12,91627639
122739,13,91627631
122740,14,91627634
122741,16,91627637
122742,18,91627633
122743,1,8348243
122744,2,8348246
122745,6,8348247
122746,11,8348238
122747,12,8348247
122748,13,8348239
122749,14,8348242
122750,16,8348245
122751,18,8348242
122752,1,25069661
122753,2,25069664
122754,6,25069665
122755,11,25069656
122756,12,25069666
122757,13,25069657
122758,14,25069660
122759,16,25069664
122760,18,25069660
122761,1,41790762
122762,2,41790766
122763,6,41790767
122764,11,41790758
122765,12,41790767
122766,13,41790759
122767,14,41790762
122768,16,41790765
122769,18,41790761
122770,1,58511961
122771,2,58511964
122772,6,58511965
122773,11,58511955
122774,12,58511965
122775,13,58511957
122776,14,58511960
122777,16,58511963
122778,18,58511959
122779,1,75233190
122780,2,75233193
122781,6,75233194
122782,11,75233185
122783,12,75233194
122784,13,75233186
122785,14,75233189
122786,16,75233192
122787,18,75233188
122788,1,91953938
122789,2,91953941
122790,6,91953942
122791,11,91953933
122792,12,91953942
122793,13,91953934
122794,14,91953937
122795,16,91953940
122796,18,91953936
122797,1,8674817
122798,2,8674821
122799,6,8674822
122800,11,8674813
122801,12,8674822
122802,13,8674814
122803,14,8674817
122804,16,8674820
122805,18,8674816
122806,1,25395341
122807,2,25395344
122808,6,25395345
122809,11,25395336
122810,12,25395346
122811,13,25395337
122812,14,25395340
122813,16,25395344
122814,18,25395339
122815,1,42115872
122816,2,42115875
122817,6,42115876
122818,11,42115867
122819,12,42115877
122820,13,42115868
122821,14,42115871
122822,16,42115875
122823,18,42115871
122824,1,58836930
122825,2,58836933
122826,6,58836934
122827,11,58836925
122828,12,58836934
122829,13,58836926
122830,14,58836929
122831,16,58836932
122832,18,58836928
122833,1,75557635
122834,2,75557638
122835,6,75557639
122836,11,75557630
122837,12,75557640
122838,13,75557631
122839,14,75557634
122840,16,75557638
122841,18,75557634
122842,1,92278383
122843,2,92278386
122844,6,92278387
122845,11,92278378
122846,12,92278388
122847,13,92278379
122848,14,92278382
122849,16,92278386
122850,18,92278382
122851,1,8999422
122852,2,8999426
122853,6,8999426
122854,11,8999417
122855,12,8999427
122856,13,8999418
122857,14,8999421
122858,16,8999425
122859,18,8999421
122860,1,25720412
122861,2,25720416
122862,6,25720416
122863,11,25720407
122864,12,25720417
122865,13,25720408
122866,14,25720411
122867,16,25720415
122868,18,25720411
122869,1,42440686
122870,2,42440690
122871,6,42440690
122872,11,42440681
122873,12,42440691
122874,13,42440682
122875,14,42440685
122876,16,42440689
122877,18,42440685
122878,1,59161025
122879,2,59161028
122880,6,59161029
122881,11,59161020
122882,12,59161030
122883,13,59161021
122884,14,59161024
122885,16,59161028
122886,18,59161024
122887,1,75881729
122888,2,75881733
122889,6,75881733
122890,11,75881724
122891,12,75881734
122892,13,75881726
122893,14,75881729
122894,16,75881732
122895,18,75881728
122896,1,92602905
122897,2,92602909
122898,6,92602910
122899,11,92602900
122900,12,92602910
122901,13,92602902
122902,14,92602905
122903,16,92602908
122904,18,92602904
122905,1,9323824
122906,2,9323827
122907,6,9323828
122908,11,9323819
122909,12,9323829
122910,13,9323820
122911,14,9323823
122912,16,9323827
122913,18,9323823
122914,1,26044721
122915,2,26044725
122916,6,26044725
122917,11,26044716
122918,12,26044726
122919,13,26044718
122920,14,26044721
122921,16,26044724
122922,18,26044720
122923,1,42765351
122924,2,42765354
122925,6,42765355
122926,11,42765346
122927,12,42765356
122928,13,42765347
122929,14,42765350
122930,16,42765354
122931,18,42765350
122932,1,59486096
122933,2,59486099
122934,6,59486100
122935,11,59486091
122936,12,59486101
122937,13,59486092
122938,14,59486095
122939,16,59486099
122940,18,59486095
122941,1,76207441
122942,2,76207445
122943,6,76207445
122944,11,76207436
122945,12,76207446
122946,13,76207438
122947,14,76207440
122948,16,76207444
122949,18,76207440
122950,1,92928476
122951,2,92928479
122952,6,92928480
122953,11,92928471
122954,12,92928481
122955,13,92928472
122956,14,92928475
122957,16,92928479
122958,18,92928475
122959,1,9648985
122960,2,9648989
122961,6,9648989
122962,11,9648980
122963,12,9648990
122964,13,9648981
122965,14,9648984
122966,16,9648988
122967,18,9648984
122968,1,26370326
122969,2,26370330
122970,6,26370330
122971,11,26370321
122972,12,26370331
122973,13,26370323
122974,14,26370325
122975,16,26370329
122976,18,26370325
122977,1,43091022
122978,2,43091025
122979,6,43091026
122980,11,43091017
122981,12,43091026
122982,13,43091018
122983,14,43091021
122984,16,43091025
122985,18,43091020
122986,1,59811165
122987,2,59811169
122988,6,59811169
122989,11,59811160
122990,12,59811170
122991,13,59811162
122992,14,59811165
122993,16,59811168
122994,18,59811164
122995,1,76531743
122996,2,76531746
122997,6,76531747
122998,11,76531738
122999,12,76531748
123000,13,76531739
123001,14,76531742
123002,16,76531746
123003,18,76531742
123004,1,93252679
123005,2,93252682
123006,6,93252683
123007,11,93252674
123008,12,93252684
123009,13,93252675
123010,14,93252678
123011,16,93252682
123012,18,93252678
123013,1,9973305
123014,2,9973308
123015,6,9973309
123016,11,9973300
123017,12,9973310
123018,13,9973301
123019,14,9973304
123020,16,9973308
123021,18,9973304
123022,1,26694012
123023,2,26694015
123024,6,26694016
123025,11,26694007
123026,12,26694017
123027,13,26694008
123028,14,26694011
123029,16,26694015
123030,18,26694011
123031,1,43414852
123032,2,43414855
123033,6,43414856
123034,11,43414847
123035,12,43414857
123036,13,43414848
123037,14,43414851
123038,16,43414855
123039,18,43414851
123040,1,60135536
123041,2,60135539
123042,6,60135540
123043,11,60135531
123044,12,60135541
123045,13,60135532
123046,14,60135535
123047,16,60135539
123048,18,60135535
123049,1,76855895
123050,2,76855898
123051,6,76855899
123052,11,76855890
123053,12,76855900
123054,13,76855891
123055,14,76855894
123056,16,76855898
123057,18,76855894
123058,1,93576536
123059,2,93576539
123060,6,93576540
123061,11,93576531
123062,12,93576541
123063,13,93576532
123064,14,93576535
123065,16,93576539
123066,18,93576535
123067,1,10296635
123068,2,10296639
123069,6,10296639
123070,11,10296630
123071,12,10296640
123072,13,10296631
123073,14,10296634
123074,16,10296638
123075,18,10296634
123076,1,27016945
123077,2,27016948
123078,6,27016949
123079,11,27016940
123080,12,27016950
123081,13,27016941
123082,14,27016944
123083,16,27016948
123084,18,27016944
123085,1,43737829
123086,2,43737832
123087,6,43737833
123088,11,43737824
123089,12,43737834
123090,13,43737825
123091,14,43737828
123092,16,43737832
123093,18,43737828
123094,1,60458811
123095,2,60458814
123096,6,60458815
123097,11,60458806
123098,12,60458816
123099,13,60458807
123100,14,60458810
123101,16,60458814
123102,18,60458810
123103,1,77179321
123104,2,77179325
123105,6,77179326
123106,11,77179317
123107,12,77179326
123108,13,77179318
123109,14,77179321
123110,16,77179324
123111,18,77179320
123112,1,93900053
123113,2,93900056
123114,6,93900057
123115,11,93900048
123116,12,93900058
123117,13,93900049
123118,14,93900052
123119,16,93900056
123120,18,93900052
123121,1,10620955
123122,2,10620958
123123,6,10620959
123124,11,10620950
123125,12,10620960
123126,13,10620951
123127,14,10620954
123128,16,10620958
123129,18,10620954
123130,1,27341394
123131,2,27341398
123132,6,27341398
123133,11,27341389
123134,12,27341399
123135,13,27341390
123136,14,27341393
123137,16,27341397
123138,18,27341393
123139,1,44062461
123140,2,44062465
123141,6,44062465
123142,11,44062456
123143,12,44062466
123144,13,44062458
123145,14,44062461
123146,16,44062464
123147,18,44062460
123148,1,60782506
123149,2,60782510
123150,6,60782510
123151,11,60782501
123152,12,60782511
123153,13,60782502
123154,14,60782505
123155,16,60782509
123156,18,60782505
123157,1,77502677
123158,2,77502681
123159,6,77502681
123160,11,77502672
123161,12,77502682
123162,13,77502674
123163,14,77502676
123164,16,77502680
123165,18,77502676
123166,1,94223283
123167,2,94223287
123168,6,94223287
123169,11,94223278
123170,12,94223288
123171,13,94223280
123172,14,94223283
123173,16,94223286
123174,18,94223282
123175,1,10944406
123176,2,10944410
123177,6,10944410
123178,11,10944401
123179,12,10944411
123180,13,10944402
123181,14,10944405
123182,16,10944409
123183,18,10944405
123184,1,27664859
123185,2,27664862
123186,6,27664863
123187,11,27664854
123188,12,27664864
123189,13,27664855
123190,14,27664858
123191,16,27664862
123192,18,27664858
123193,1,44385616
123194,2,44385619
123195,6,44385620
123196,11,44385611
123197,12,44385621
123198,13,44385612
123199,14,44385615
123200,16,44385619
123201,18,44385615
123202,1,61106494
123203,2,61106497
123204,6,61106498
123205,11,61106489
123206,12,61106498
123207,13,61106490
123208,14,61106493
123209,16,61106497
123210,18,61106493
123211,1,77826781
123212,2,77826784
123213,6,77826785
123214,11,77826776
123215,12,77826786
123216,13,77826777
123217,14,77826780
123218,16,77826784
123219,18,77826780
123220,1,94547472
123221,2,94547476
123222,6,94547477
123223,11,94547468
123224,12,94547477
123225,13,94547469
123226,14,94547472
123227,16,94547475
123228,18,94547471
123229,1,11268753
123230,2,11268756
123231,6,11268757
123232,11,11268748
123233,12,11268757
123234,13,11268749
123235,14,11268752
123236,16,11268755
123237,18,11268751
123238,1,27989714
123239,2,27989717
123240,6,27989718
123241,11,27989709
123242,12,27989719
123243,13,27989710
123244,14,27989713
123245,16,27989717
123246,18,27989713
123247,1,44711522
123248,2,44711526
123249,6,44711527
123250,11,44711517
123251,12,44711527
123252,13,44711519
123253,14,44711522
123254,16,44711525
123255,18,44711521
123256,1,61432561
123257,2,61432564
123258,6,61432565
123259,11,61432556
123260,12,61432566
123261,13,61432557
123262,14,61432560
123263,16,61432564
123264,18,61432560
123265,1,78152888
123266,2,78152891
123267,6,78152892
123268,11,78152883
123269,12,78152893
123270,13,78152884
123271,14,78152887
123272,16,78152891
123273,18,78152887
123274,1,94873154
123275,2,94873157
123276,6,94873158
123277,11,94873149
123278,12,94873159
123279,13,94873151
123280,14,94873153
123281,16,94873157
123282,18,94873153
123283,1,11593607
123284,2,11593610
123285,6,11593611
123286,11,11593602
123287,12,11593612
123288,13,11593603
123289,14,11593606
123290,16,11593610
123291,18,11593606
123292,1,28313891
123293,2,28313894
123294,6,28313895
123295,11,28313886
123296,12,28313895
123297,13,28313887
123298,14,28313890
123299,16,28313893
123300,18,28313889
123301,1,45034830
123302,2,45034834
123303,6,45034834
123304,11,45034826
123305,12,45034835
123306,13,45034827
123307,14,45034830
123308,16,45034833
123309,18,45034829
123310,1,61754776
123311,2,61754779
123312,6,61754780
123313,11,61754771
123314,12,61754781
123315,13,61754772
123316,14,61754775
123317,16,61754779
123318,18,61754775
123319,1,78475327
123320,2,78475330
123321,6,78475331
123322,11,78475322
123323,12,78475332
123324,13,78475323
123325,14,78475326
123326,16,78475330
123327,18,78475326
123328,1,95195235
123329,2,95195239
123330,6,95195239
123331,11,95195230
123332,12,95195240
123333,13,95195232
123334,14,95195234
123335,16,95195238
123336,18,95195234
123337,1,11916604
123338,2,11916607
123339,6,11916608
123340,11,11916599
123341,12,11916609
123342,13,11916600
123343,14,11916603
123344,16,11916607
123345,18,11916603
123346,1,28637216
123347,2,28637220
123348,6,28637220
123349,11,28637212
123350,12,28637221
123351,13,28637213
123352,14,28637216
123353,16,28637219
123354,18,28637215
123355,1,45358028
123356,2,45358031
123357,6,45358032
123358,11,45358023
123359,12,45358033
123360,13,45358024
123361,14,45358027
123362,16,45358031
123363,18,45358027
123364,1,62078962
123365,2,62078965
123366,6,62078966
123367,11,62078957
123368,12,62078966
123369,13,62078958
123370,14,62078961
123371,16,62078964
123372,18,62078960
123373,1,78800822
123374,2,78800825
123375,6,78800826
123376,11,78800817
123377,12,78800827
123378,13,78800818
123379,14,78800821
123380,16,78800825
123381,18,78800821
123382,1,95521665
123383,2,95521668
123384,6,95521669
123385,11,95521660
123386,12,95521669
123387,13,95521661
123388,14,95521664
123389,16,95521668
123390,18,95521663
123391,1,12242655
123392,2,12242659
123393,6,12242659
123394,11,12242650
123395,12,12242660
123396,13,12242652
123397,14,12242655
123398,16,12242658
123399,18,12242654
123400,1,28963255
123401,2,28963259
123402,6,28963259
123403,11,28963250
123404,12,28963260
123405,13,28963252
123406,14,28963255
123407,16,28963258
123408,18,28963254
123409,1,45684742
123410,2,45684745
123411,6,45684746
123412,11,45684737
123413,12,45684746
123414,13,45684738
123415,14,45684741
123416,16,45684744
123417,18,45684740
123418,1,62405625
123419,2,62405628
123420,6,62405629
123421,11,62405620
123422,12,62405630
123423,13,62405621
123424,14,62405624
123425,16,62405628
123426,18,62405624
123427,1,79126213
123428,2,79126216
123429,6,79126217
123430,11,79126208
123431,12,79126218
123432,13,79126209
123433,14,79126212
123434,16,79126216
123435,18,79126212
123436,1,95846764
123437,2,95846767
123438,6,95846768
123439,11,95846759
123440,12,95846769
123441,13,95846760
123442,14,95846763
123443,16,95846767
123444,18,95846763
123445,1,12566976
123446,2,12566979
123447,6,12566980
123448,11,12566971
123449,12,12566980
123450,13,12566972
123451,14,12566975
123452,16,12566978
123453,18,12566974
123454,1,29287870
123455,2,29287874
123456,6,29287874
123457,11,29287865
123458,12,29287875
123459,13,29287867
123460,14,29287870
123461,16,29287873
123462,18,29287869
123463,1,46008424
123464,2,46008427
123465,6,46008428
123466,11,46008419
123467,12,46008429
123468,13,46008420
123469,14,46008423
123470,16,46008427
123471,18,46008423
123472,1,62728945
123473,2,62728949
123474,6,62728949
123475,11,62728940
123476,12,62728950
123477,13,62728942
123478,14,62728944
123479,16,62728948
123480,18,62728944
123481,1,79449846
123482,2,79449849
123483,6,79449850
123484,11,79449841
123485,12,79449851
123486,13,79449842
123487,14,79449845
123488,16,79449849
123489,18,79449845
123490,1,96170756
123491,2,96170760
123492,6,96170760
123493,11,96170751
123494,12,96170761
123495,13,96170753
123496,14,96170755
123497,16,96170759
123498,18,96170755
123499,1,12890982
123500,2,12890985
123501,6,12890986
123502,11,12890977
123503,12,12890987
123504,13,12890978
123505,14,12890981
123506,16,12890985
123507,18,12890981
123508,1,29611221
123509,2,29611224
123510,6,29611225
123511,11,29611216
123512,12,29611226
123513,13,29611217
123514,14,29611220
123515,16,29611224
123516,18,29611220
123517,1,46331766
123518,2,46331769
123519,6,46331770
123520,11,46331761
123521,12,46331770
123522,13,46331762
123523,14,46331765
123524,16,46331769
123525,18,46331764
123526,1,63052490
123527,2,63052493
123528,6,63052494
123529,11,63052485
123530,12,63052494
123531,13,63052486
123532,14,63052489
123533,16,63052492
123534,18,63052488
123535,1,79773141
123536,2,79773144
123537,6,79773145
123538,11,79773136
123539,12,79773145
123540,13,79773137
123541,14,79773140
123542,16,79773143
123543,18,79773139
123544,1,96494143
123545,2,96494146
123546,6,96494147
123547,11,96494138
123548,12,96494147
123549,13,96494139
123550,14,96494142
123551,16,96494146
123552,18,96494141
123553,1,13215287
123554,2,13215290
123555,6,13215291
123556,11,13215282
123557,12,13215292
123558,13,13215283
123559,14,13215286
123560,16,13215290
123561,18,13215286
123562,1,29936370
123563,2,29936373
123564,6,29936374
123565,11,29936365
123566,12,29936375
123567,13,29936366
123568,14,29936369
123569,16,29936373
123570,18,29936369
123571,1,46657580
123572,2,46657583
123573,6,46657584
123574,11,46657575
123575,12,46657585
123576,13,46657576
123577,14,46657579
123578,16,46657583
123579,18,46657579
123580,1,63378322
123581,2,63378325
123582,6,63378326
123583,11,63378317
123584,12,63378327
123585,13,63378318
123586,14,63378321
123587,16,63378325
123588,18,63378321
123589,1,80099437
123590,2,80099441
123591,6,80099441
123592,11,80099432
123593,12,80099442
123594,13,80099434
123595,14,80099437
123596,16,80099440
123597,18,80099436
123598,1,96819429
123599,2,96819432
123600,6,96819433
123601,11,96819424
123602,12,96819434
123603,13,96819425
123604,14,96819428
123605,16,96819432
123606,18,96819428
123607,1,13540204
123608,2,13540207
123609,6,13540208
123610,11,13540199
123611,12,13540209
123612,13,13540200
123613,14,13540203
123614,16,13540207
123615,18,13540203
123616,1,30260606
123617,2,30260609
123618,6,30260610
123619,11,30260601
123620,12,30260611
123621,13,30260602
123622,14,30260605
123623,16,30260609
123624,18,30260605
123625,1,46981456
123626,2,46981460
123627,6,46981460
123628,11,46981451
123629,12,46981461
123630,13,46981453
123631,14,46981456
123632,16,46981459
123633,18,46981455
123634,1,63701782
123635,2,63701786
123636,6,63701786
123637,11,63701777
123638,12,63701787
123639,13,63701779
123640,14,63701781
123641,16,63701785
123642,18,63701781
123643,1,80421752
123644,2,80421756
123645,6,80421756
123646,11,80421747
123647,12,80421757
123648,13,80421749
123649,14,80421752
123650,16,80421755
123651,18,80421751
123652,1,97142225
123653,2,97142229
123654,6,97142230
123655,11,97142221
123656,12,97142230
123657,13,97142222
123658,14,97142225
123659,16,97142228
123660,18,97142224
123661,1,13862589
123662,2,13862592
123663,6,13862593
123664,11,13862584
123665,12,13862594
123666,13,13862585
123667,14,13862588
123668,16,13862592
123669,18,13862588
123670,1,30582860
123671,2,30582864
123672,6,30582864
123673,11,30582855
123674,12,30582865
123675,13,30582856
123676,14,30582859
123677,16,30582863
123678,18,30582859
123679,1,47303439
123680,2,47303442
123681,6,47303443
123682,11,47303434
123683,12,47303443
123684,13,47303435
123685,14,47303438
123686,16,47303442
123687,18,47303437
123688,1,64024000
123689,2,64024003
123690,6,64024004
123691,11,64023995
123692,12,64024005
123693,13,64023996
123694,14,64023999
123695,16,64024003
123696,18,64023999
123697,1,80744819
123698,2,80744823
123699,6,80744823
123700,11,80744815
123701,12,80744824
123702,13,80744816
123703,14,80744819
123704,16,80744822
123705,18,80744818
123706,1,97464966
123707,2,97464970
123708,6,97464970
123709,11,97464961
123710,12,97464971
123711,13,97464963
123712,14,97464966
123713,16,97464969
123714,18,97464965
123715,1,14185758
123716,2,14185761
123717,6,14185762
123718,11,14185753
123719,12,14185763
123720,13,14185754
123721,14,14185757
123722,16,14185761
123723,18,14185757
123724,1,30906502
123725,2,30906506
123726,6,30906506
123727,11,30906497
123728,12,30906507
123729,13,30906499
123730,14,30906502
123731,16,30906505
123732,18,30906501
123733,1,47626225
123734,2,47626228
123735,6,47626229
123736,11,47626220
123737,12,47626230
123738,13,47626221
123739,14,47626224
123740,16,47626228
123741,18,47626224
123742,1,64346612
123743,2,64346615
123744,6,64346616
123745,11,64346607
123746,12,64346616
123747,13,64346608
123748,14,64346611
123749,16,64346614
123750,18,64346610
123751,1,81066790
123752,2,81066793
123753,6,81066794
123754,11,81066785
123755,12,81066795
123756,13,81066786
123757,14,81066789
123758,16,81066793
123759,18,81066789
123760,1,97787194
123761,2,97787197
123762,6,97787198
123763,11,97787189
123764,12,97787199
123765,13,97787190
123766,14,97787193
123767,16,97787197
123768,18,97787193
123769,1,14507419
123770,2,14507422
123771,6,14507423
123772,11,14507414
123773,12,14507423
123774,13,14507415
123775,14,14507418
123776,16,14507422
123777,18,14507417
123778,1,31227408
123779,2,31227412
123780,6,31227413
123781,11,31227404
123782,12,31227413
123783,13,31227405
123784,14,31227408
123785,16,31227411
123786,18,31227407
123787,1,47947814
123788,2,47947817
123789,6,47947818
123790,11,47947809
123791,12,47947819
123792,13,47947810
123793,14,47947813
123794,16,47947817
123795,18,47947813
123796,1,64668651
123797,2,64668655
123798,6,64668656
123799,11,64668647
123800,12,64668656
123801,13,64668648
123802,14,64668651
123803,16,64668654
123804,18,64668650
123805,1,81388846
123806,2,81388850
123807,6,81388850
123808,11,81388841
123809,12,81388851
123810,13,81388843
123811,14,81388846
123812,16,81388849
123813,18,81388845
123814,1,98108870
123815,2,98108873
123816,6,98108874
123817,11,98108865
123818,12,98108875
123819,13,98108866
123820,14,98108869
123821,16,98108873
123822,18,98108869
123823,1,14829677
123824,2,14829681
123825,6,14829681
123826,11,14829673
123827,12,14829682
123828,13,14829674
123829,14,14829677
123830,16,14829680
123831,18,14829676
123832,1,31550782
123833,2,31550785
123834,6,31550786
123835,11,31550777
123836,12,31550787
123837,13,31550778
123838,14,31550781
123839,16,31550785
123840,18,31550780
123841,1,48270733
123842,2,48270737
123843,6,48270737
123844,11,48270728
123845,12,48270738
123846,13,48270730
123847,14,48270732
123848,16,48270736
123849,18,48270732
123850,1,64990711
123851,2,64990715
123852,6,64990716
123853,11,64990707
123854,12,64990716
123855,13,64990708
123856,14,64990711
123857,16,64990714
123858,18,64990710
123859,1,81711523
123860,2,81711526
123861,6,81711527
123862,11,81711518
123863,12,81711528
123864,13,81711519
123865,14,81711522
123866,16,81711526
123867,18,81711522
123868,1,98432718
123869,2,98432722
123870,6,98432723
123871,11,98432714
123872,12,98432723
123873,13,98432715
123874,14,98432718
123875,16,98432721
123876,18,98432717
123877,1,15153349
123878,2,15153352
123879,6,15153353
123880,11,15153344
123881,12,15153354
123882,13,15153345
123883,14,15153348
123884,16,15153352
123885,18,15153348
123886,1,31874195
123887,2,31874198
123888,6,31874199
123889,11,31874190
123890,12,31874200
123891,13,31874191
123892,14,31874194
123893,16,31874198
123894,18,31874194
123895,1,48594842
123896,2,48594845
123897,6,48594846
123898,11,48594837
123899,12,48594847
123900,13,48594838
123901,14,48594841
123902,16,48594845
123903,18,48594841
123904,1,65315780
123905,2,65315783
123906,6,65315784
123907,11,65315775
123908,12,65315785
123909,13,65315777
123910,14,65315779
123911,16,65315783
123912,18,65315779
123913,1,82036541
123914,2,82036544
123915,6,82036545
123916,11,82036536
123917,12,82036546
123918,13,82036537
123919,14,82036540
123920,16,82036544
123921,18,82036540
123922,1,98757573
123923,2,98757576
123924,6,98757577
123925,11,98757568
123926,12,98757578
123927,13,98757569
123928,14,98757572
123929,16,98757576
123930,18,98757572
123931,1,15478384
123932,2,15478387
123933,6,15478388
123934,11,15478379
123935,12,15478389
123936,13,15478380
123937,14,15478383
123938,16,15478387
123939,18,15478383
123940,1,32199247
123941,2,32199250
123942,6,32199251
123943,11,32199242
123944,12,32199252
123945,13,32199243
123946,14,32199246
123947,16,32199250
123948,18,32199246
123949,1,48919773
123950,2,48919776
123951,6,48919777
123952,11,48919768
123953,12,48919778
123954,13,48919769
123955,14,48919772
123956,16,48919776
123957,18,48919772
123958,1,65640101
123959,2,65640104
123960,6,65640105
123961,11,65640096
123962,12,65640105
123963,13,65640097
123964,14,65640100
123965,16,65640104
123966,18,65640099
123967,1,82361237
123968,2,82361240
123969,6,82361241
123970,11,82361232
123971,12,82361242
123972,13,82361233
123973,14,82361236
123974,16,82361240
123975,18,82361236
123976,1,99082124
123977,2,99082127
123978,6,99082128
123979,11,99082119
123980,12,99082128
123981,13,99082120
123982,14,99082123
123983,16,99082127
123984,18,99082122
123985,1,15802904
123986,2,15802908
123987,6,15802908
123988,11,15802899
123989,12,15802909
123990,13,15802901
123991,14,15802904
123992,16,15802907
123993,18,15802903
123994,1,32523486
123995,2,32523490
123996,6,32523491
123997,11,32523482
123998,12,32523491
123999,13,32523483
124000,14,32523486
124001,16,32523489
124002,18,32523485
124003,1,49244681
124004,2,49244684
124005,6,49244685
124006,11,49244676
124007,12,49244686
124008,13,49244677
124009,14,49244680
124010,16,49244684
124011,18,49244680
124012,1,65965913
124013,2,65965916
124014,6,65965917
124015,11,65965908
124016,12,65965918
124017,13,65965909
124018,14,65965912
124019,16,65965916
124020,18,65965912
124021,1,82686768
124022,2,82686771
124023,6,82686772
124024,11,82686763
124025,12,82686773
124026,13,82686764
124027,14,82686767
124028,16,82686771
124029,18,82686767
124030,1,99407543
124031,2,99407546
124032,6,99407547
124033,11,99407538
124034,12,99407548
124035,13,99407539
124036,14,99407542
124037,16,99407546
124038,18,99407542
124039,1,16128236
124040,2,16128240
124041,6,16128240
124042,11,16128231
124043,12,16128241
124044,13,16128233
124045,14,16128236
124046,16,16128239
124047,18,16128235
124048,1,32848739
124049,2,32848742
124050,6,32848743
124051,11,32848734
124052,12,32848744
124053,13,32848735
124054,14,32848738
124055,16,32848742
124056,18,32848738
124057,1,49569732
124058,2,49569736
124059,6,49569736
124060,11,49569727
124061,12,49569737
124062,13,49569728
124063,14,49569731
124064,16,49569735
124065,18,49569731
124066,1,66290552
124067,2,66290555
124068,6,66290556
124069,11,66290547
124070,12,66290557
124071,13,66290548
124072,14,66290551
124073,16,66290555
124074,18,66290551
124075,1,83011262
124076,2,83011265
124077,6,83011266
124078,11,83011257
124079,12,83011266
124080,13,83011258
124081,14,83011261
124082,16,83011265
124083,18,83011260
124084,1,99731889
124085,2,99731893
124086,6,99731894
124087,11,99731885
124088,12,99731894
124089,13,99731886
124090,14,99731889
124091,16,99731892
124092,18,99731888
124093,1,16452410
124094,2,16452413
124095,6,16452414
124096,11,16452405
124097,12,16452415
124098,13,16452406
124099,14,16452409
124100,16,16452413
124101,18,16452409
124102,1,33173121
124103,2,33173124
124104,6,33173125
124105,11,33173116
124106,12,33173126
124107,13,33173117
124108,14,33173120
124109,16,33173124
124110,18,33173120
124111,1,49893913
124112,2,49893916
124113,6,49893917
124114,11,49893908
124115,12,49893917
124116,13,49893909
124117,14,49893912
124118,16,49893916
124119,18,49893912
124120,1,66614217
124121,2,66614220
124122,6,66614221
124123,11,66614212
124124,12,66614221
124125,13,66614213
124126,14,66614216
124127,16,66614220
124128,18,66614215
124129,1,83334547
124130,2,83334551
124131,6,83334551
124132,11,83334542
124133,12,83334552
124134,13,83334544
124135,14,83334547
124136,16,83334550
124137,18,83334546
124138,1,54595
124139,2,54598
124140,6,54599
124141,11,54590
124142,12,54600
124143,13,54592
124144,14,54595
124145,16,54598
124146,18,54594
124147,1,16774982
124148,2,16774985
124149,6,16774986
124150,11,16774977
124151,12,16774986
124152,13,16774978
124153,14,16774981
124154,16,16774985
124155,18,16774981
124156,1,33495342
124157,2,33495345
124158,6,33495346
124159,11,33495337
124160,12,33495347
124161,13,33495338
124162,14,33495341
124163,16,33495345
124164,18,33495341
124165,1,50215578
124166,2,50215582
124167,6,50215582
124168,11,50215573
124169,12,50215583
124170,13,50215575
124171,14,50215578
124172,16,50215581
124173,18,50215577
124174,1,66935899
124175,2,66935902
124176,6,66935903
124177,11,66935894
124178,12,66935904
124179,13,66935895
124180,14,66935898
124181,16,66935902
124182,18,66935898
124183,1,83656539
124184,2,83656542
124185,6,83656543
124186,11,83656534
124187,12,83656544
124188,13,83656535
124189,14,83656538
124190,16,83656542
124191,18,83656538
124192,1,377312
124193,2,377316
124194,6,377316
124195,11,377307
124196,12,377317
124197,13,377309
124198,14,377312
124199,16,377315
124200,18,377311
124201,1,17098002
124202,2,17098006
124203,6,17098006
124204,11,17097997
124205,12,17098007
124206,13,17097999
124207,14,17098002
124208,16,17098005
124209,18,17098001
124210,1,33818625
124211,2,33818629
124212,6,33818629
124213,11,33818620
124214,12,33818630
124215,13,33818622
124216,14,33818625
124217,16,33818628
124218,18,33818624
124219,1,50539352
124220,2,50539355
124221,6,50539356
124222,11,50539347
124223,12,50539357
124224,13,50539348
124225,14,50539351
124226,16,50539355
124227,18,50539351
124228,1,67260380
124229,2,67260383
124230,6,67260384
124231,11,67260375
124232,12,67260385
124233,13,67260376
124234,14,67260379
124235,16,67260383
124236,18,67260379
124237,1,83981434
124238,2,83981438
124239,6,83981439
124240,11,83981430
124241,12,83981439
124242,13,83981431
124243,14,83981434
124244,16,83981437
124245,18,83981433
124246,1,702229
124247,2,702232
124248,6,702233
124249,11,702224
124250,12,702233
124251,13,702225
124252,14,702228
124253,16,702231
124254,18,702227
124255,1,17423137
