,DOM,time
13809,6,75229060
13810,11,75229051
13811,12,75229061
13812,13,75229052
13813,14,75229055
13814,16,75229059
13815,18,75229055
13816,1,91949724
13817,2,91949727
13818,6,91949728
13819,11,91949719
13820,12,91949729
13821,13,91949720
13822,14,91949723
13823,16,91949727
13824,18,91949723
13825,1,8670415
13826,2,8670419
13827,6,8670419
13828,11,8670410
13829,12,8670420
13830,13,8670412
13831,14,8670415
13832,16,8670418
13833,18,8670414
13834,1,25390424
13835,2,25390427
13836,6,25390428
13837,11,25390419
13838,12,25390429
13839,13,25390420
13840,14,25390423
13841,16,25390427
13842,18,25390423
13843,1,42110697
13844,2,42110700
13845,6,42110701
13846,11,42110692
13847,12,42110702
13848,13,42110693
13849,14,42110696
13850,16,42110700
13851,18,42110696
13852,1,58830895
13853,2,58830899
13854,6,58830899
13855,11,58830890
13856,12,58830900
13857,13,58830892
13858,14,58830895
13859,16,58830898
13860,18,58830894
13861,1,75551046
13862,2,75551049
13863,6,75551050
13864,11,75551041
13865,12,75551051
13866,13,75551042
13867,14,75551045
13868,16,75551049
13869,18,75551045
13870,1,92271538
13871,2,92271542
13872,6,92271543
13873,11,92271534
13874,12,92271543
13875,13,92271535
13876,14,92271538
13877,16,92271542
13878,18,92271537
13879,1,8992151
13880,2,8992154
13881,6,8992155
13882,11,8992146
13883,12,8992156
13884,13,8992147
13885,14,8992150
13886,16,8992154
13887,18,8992150
13888,1,25712373
13889,2,25712376
13890,6,25712377
13891,11,25712368
13892,12,25712378
13893,13,25712369
13894,14,25712372
13895,16,25712376
13896,18,25712372
13897,1,42432563
13898,2,42432567
13899,6,42432567
13900,11,42432558
13901,12,42432568
13902,13,42432560
13903,14,42432563
13904,16,42432566
13905,18,42432562
13906,1,59152754
13907,2,59152757
13908,6,59152758
13909,11,59152749
13910,12,59152759
13911,13,59152750
13912,14,59152753
13913,16,59152757
13914,18,59152753
13915,1,75873131
13916,2,75873134
13917,6,75873135
13918,11,75873126
13919,12,75873136
13920,13,75873127
13921,14,75873130
13922,16,75873134
13923,18,75873130
13924,1,92593578
13925,2,92593581
13926,6,92593582
13927,11,92593573
13928,12,92593583
13929,13,92593574
13930,14,92593577
13931,16,92593581
13932,18,92593577
13933,1,9314295
13934,2,9314299
13935,6,9314300
13936,11,9314291
13937,12,9314300
13938,13,9314292
13939,14,9314295
13940,16,9314298
13941,18,9314294
13942,1,26034691
13943,2,26034695
13944,6,26034695
13945,11,26034686
13946,12,26034696
13947,13,26034688
13948,14,26034691
13949,16,26034694
13950,18,26034690
13951,1,42755594
13952,2,42755597
13953,6,42755598
13954,11,42755589
13955,12,42755599
13956,13,42755590
13957,14,42755593
13958,16,42755597
13959,18,42755593
13960,1,59476579
13961,2,59476583
13962,6,59476583
13963,11,59476574
13964,12,59476584
13965,13,59476576
13966,14,59476579
13967,16,59476582
13968,18,59476578
13969,1,76197418
13970,2,76197421
13971,6,76197422
13972,11,76197413
13973,12,76197423
13974,13,76197414
13975,14,76197417
13976,16,76197421
13977,18,76197417
13978,1,92918380
13979,2,92918384
13980,6,92918385
13981,11,92918376
13982,12,92918385
13983,13,92918377
13984,14,92918380
13985,16,92918383
13986,18,92918379
13987,1,9639769
13988,2,9639772
13989,6,9639773
13990,11,9639764
13991,12,9639774
13992,13,9639765
13993,14,9639768
13994,16,9639772
13995,18,9639768
13996,1,26360832
13997,2,26360835
13998,6,26360836
13999,11,26360827
14000,12,26360837
14001,13,26360828
14002,14,26360831
14003,16,26360835
14004,18,26360831
14005,1,43081811
14006,2,43081815
14007,6,43081816
14008,11,43081807
14009,12,43081816
14010,13,43081808
14011,14,43081811
14012,16,43081814
14013,18,43081810
14014,1,59802836
14015,2,59802840
14016,6,59802840
14017,11,59802831
14018,12,59802841
14019,13,59802833
14020,14,59802836
14021,16,59802839
14022,18,59802835
14023,1,76524002
14024,2,76524005
14025,6,76524006
14026,11,76523997
14027,12,76524007
14028,13,76523998
14029,14,76524001
14030,16,76524005
14031,18,76524001
14032,1,93244742
14033,2,93244746
14034,6,93244746
14035,11,93244737
14036,12,93244747
14037,13,93244739
14038,14,93244742
14039,16,93244745
14040,18,93244741
14041,1,9965310
14042,2,9965313
14043,6,9965314
14044,11,9965305
14045,12,9965315
14046,13,9965306
14047,14,9965309
14048,16,9965313
14049,18,9965309
14050,1,26685826
14051,2,26685830
14052,6,26685831
14053,11,26685822
14054,12,26685831
14055,13,26685823
14056,14,26685826
14057,16,26685829
14058,18,26685825
14059,1,43407229
14060,2,43407233
14061,6,43407233
14062,11,43407224
14063,12,43407234
14064,13,43407226
14065,14,43407229
14066,16,43407232
14067,18,43407228
14068,1,60128265
14069,2,60128269
14070,6,60128269
14071,11,60128260
14072,12,60128270
14073,13,60128262
14074,14,60128265
14075,16,60128268
14076,18,60128264
14077,1,76849027
14078,2,76849030
14079,6,76849031
14080,11,76849022
14081,12,76849032
14082,13,76849023
14083,14,76849026
14084,16,76849030
14085,18,76849026
14086,1,93570139
14087,2,93570143
14088,6,93570143
14089,11,93570134
14090,12,93570144
14091,13,93570136
14092,14,93570139
14093,16,93570142
14094,18,93570138
14095,1,10291263
14096,2,10291266
14097,6,10291267
14098,11,10291258
14099,12,10291268
14100,13,10291259
14101,14,10291262
14102,16,10291266
14103,18,10291262
14104,1,27012249
14105,2,27012252
14106,6,27012253
14107,11,27012244
14108,12,27012254
14109,13,27012245
14110,14,27012248
14111,16,27012252
14112,18,27012248
14113,1,43733156
14114,2,43733160
14115,6,43733161
14116,11,43733152
14117,12,43733161
14118,13,43733153
14119,14,43733156
14120,16,43733159
14121,18,43733155
14122,1,60454383
14123,2,60454387
14124,6,60454387
14125,11,60454378
14126,12,60454388
14127,13,60454380
14128,14,60454383
14129,16,60454386
14130,18,60454382
14131,1,77175368
14132,2,77175371
14133,6,77175372
14134,11,77175363
14135,12,77175373
14136,13,77175364
14137,14,77175367
14138,16,77175371
14139,18,77175367
14140,1,93896195
14141,2,93896198
14142,6,93896199
14143,11,93896190
14144,12,93896200
14145,13,93896191
14146,14,93896194
14147,16,93896198
14148,18,93896194
14149,1,10617044
14150,2,10617047
14151,6,10617048
14152,11,10617039
14153,12,10617049
14154,13,10617040
14155,14,10617043
14156,16,10617047
14157,18,10617043
14158,1,27337384
14159,2,27337387
14160,6,27337388
14161,11,27337379
14162,12,27337389
14163,13,27337380
14164,14,27337383
14165,16,27337387
14166,18,27337383
14167,1,44058033
14168,2,44058036
14169,6,44058037
14170,11,44058028
14171,12,44058038
14172,13,44058030
14173,14,44058033
14174,16,44058036
14175,18,44058032
14176,1,60778704
14177,2,60778708
14178,6,60778708
14179,11,60778699
14180,12,60778709
14181,13,60778701
14182,14,60778703
14183,16,60778707
14184,18,60778703
14185,1,77499259
14186,2,77499262
14187,6,77499263
14188,11,77499254
14189,12,77499264
14190,13,77499255
14191,14,77499258
14192,16,77499262
14193,18,77499258
14194,1,94220039
14195,2,94220042
14196,6,94220043
14197,11,94220034
14198,12,94220044
14199,13,94220035
14200,14,94220038
14201,16,94220042
14202,18,94220038
14203,1,10940641
14204,2,10940645
14205,6,10940645
14206,11,10940637
14207,12,10940646
14208,13,10940638
14209,14,10940641
14210,16,10940644
14211,18,10940640
14212,1,27661535
14213,2,27661538
14214,6,27661539
14215,11,27661530
14216,12,27661540
14217,13,27661532
14218,14,27661534
14219,16,27661538
14220,18,27661534
14221,1,44382410
14222,2,44382414
14223,6,44382415
14224,11,44382406
14225,12,44382415
14226,13,44382407
14227,14,44382410
14228,16,44382414
14229,18,44382409
14230,1,61102646
14231,2,61102649
14232,6,61102650
14233,11,61102641
14234,12,61102650
14235,13,61102642
14236,14,61102645
14237,16,61102649
14238,18,61102645
14239,1,77822729
14240,2,77822733
14241,6,77822733
14242,11,77822724
14243,12,77822734
14244,13,77822726
14245,14,77822729
14246,16,77822732
14247,18,77822728
14248,1,94543656
14249,2,94543660
14250,6,94543661
14251,11,94543652
14252,12,94543661
14253,13,94543653
14254,14,94543656
14255,16,94543659
14256,18,94543655
14257,1,11263935
14258,2,11263938
14259,6,11263939
14260,11,11263930
14261,12,11263940
14262,13,11263931
14263,14,11263934
14264,16,11263938
14265,18,11263934
14266,1,27983711
14267,2,27983715
14268,6,27983715
14269,11,27983706
14270,12,27983716
14271,13,27983708
14272,14,27983710
14273,16,27983714
14274,18,27983710
14275,1,44704063
14276,2,44704066
14277,6,44704067
14278,11,44704058
14279,12,44704068
14280,13,44704059
14281,14,44704062
14282,16,44704066
14283,18,44704062
14284,1,61424760
14285,2,61424764
14286,6,61424765
14287,11,61424756
14288,12,61424765
14289,13,61424757
14290,14,61424760
14291,16,61424764
14292,18,61424759
14293,1,78145018
14294,2,78145021
14295,6,78145022
14296,11,78145013
14297,12,78145023
14298,13,78145014
14299,14,78145017
14300,16,78145021
14301,18,78145017
14302,1,94865521
14303,2,94865524
14304,6,94865525
14305,11,94865516
14306,12,94865526
14307,13,94865517
14308,14,94865520
14309,16,94865524
14310,18,94865520
14311,1,11585191
14312,2,11585195
14313,6,11585196
14314,11,11585187
14315,12,11585196
14316,13,11585188
14317,14,11585191
14318,16,11585194
14319,18,11585190
14320,1,28305688
14321,2,28305691
14322,6,28305692
14323,11,28305683
14324,12,28305693
14325,13,28305684
14326,14,28305687
14327,16,28305691
14328,18,28305687
14329,1,45025643
14330,2,45025647
14331,6,45025648
14332,11,45025639
14333,12,45025648
14334,13,45025640
14335,14,45025643
14336,16,45025647
14337,18,45025642
14338,1,61745825
14339,2,61745828
14340,6,61745829
14341,11,61745820
14342,12,61745830
14343,13,61745822
14344,14,61745824
14345,16,61745828
14346,18,61745824
14347,1,78465535
14348,2,78465538
14349,6,78465539
14350,11,78465530
14351,12,78465540
14352,13,78465531
14353,14,78465534
14354,16,78465538
14355,18,78465534
14356,1,95185228
14357,2,95185232
14358,6,95185233
14359,11,95185224
14360,12,95185233
14361,13,95185225
14362,14,95185228
14363,16,95185232
14364,18,95185228
14365,1,11905685
14366,2,11905688
14367,6,11905689
14368,11,11905680
14369,12,11905690
14370,13,11905681
14371,14,11905684
14372,16,11905688
14373,18,11905684
14374,1,28626040
14375,2,28626043
14376,6,28626044
14377,11,28626035
14378,12,28626045
14379,13,28626036
14380,14,28626039
14381,16,28626043
14382,18,28626039
14383,1,45346759
14384,2,45346762
14385,6,45346763
14386,11,45346754
14387,12,45346764
14388,13,45346755
14389,14,45346758
14390,16,45346762
14391,18,45346758
14392,1,62067195
14393,2,62067199
14394,6,62067200
14395,11,62067191
14396,12,62067200
14397,13,62067192
14398,14,62067195
14399,16,62067198
14400,18,62067194
14401,1,78787887
14402,2,78787891
14403,6,78787892
14404,11,78787883
14405,12,78787892
14406,13,78787884
14407,14,78787887
14408,16,78787890
14409,18,78787886
14410,1,95508451
14411,2,95508454
14412,6,95508455
14413,11,95508446
14414,12,95508455
14415,13,95508447
14416,14,95508450
14417,16,95508454
14418,18,95508450
14419,1,12229098
14420,2,12229101
14421,6,12229102
14422,11,12229093
14423,12,12229103
14424,13,12229094
14425,14,12229097
14426,16,12229101
14427,18,12229097
14428,1,28949442
14429,2,28949445
14430,6,28949446
14431,11,28949437
14432,12,28949446
14433,13,28949438
14434,14,28949441
14435,16,28949445
14436,18,28949441
14437,1,45670103
14438,2,45670107
14439,6,45670107
14440,11,45670098
14441,12,45670108
14442,13,45670100
14443,14,45670103
14444,16,45670106
14445,18,45670102
14446,1,62390853
14447,2,62390857
14448,6,62390858
14449,11,62390849
14450,12,62390858
14451,13,62390850
14452,14,62390853
14453,16,62390856
14454,18,62390852
14455,1,79111780
14456,2,79111783
14457,6,79111784
14458,11,79111775
14459,12,79111785
14460,13,79111776
14461,14,79111779
14462,16,79111783
14463,18,79111779
14464,1,95832667
14465,2,95832671
14466,6,95832671
14467,11,95832663
14468,12,95832672
14469,13,95832664
14470,14,95832667
14471,16,95832670
14472,18,95832666
14473,1,12553040
14474,2,12553044
14475,6,12553044
14476,11,12553035
14477,12,12553045
14478,13,12553037
14479,14,12553040
14480,16,12553043
14481,18,12553039
14482,1,29273584
14483,2,29273587
14484,6,29273588
14485,11,29273579
14486,12,29273589
14487,13,29273580
14488,14,29273583
14489,16,29273587
14490,18,29273583
14491,1,45993950
14492,2,45993954
14493,6,45993954
14494,11,45993945
14495,12,45993955
14496,13,45993947
14497,14,45993950
14498,16,45993953
14499,18,45993949
14500,1,62714668
14501,2,62714671
14502,6,62714672
14503,11,62714663
14504,12,62714673
14505,13,62714664
14506,14,62714667
14507,16,62714671
14508,18,62714667
14509,1,79435447
14510,2,79435451
14511,6,79435451
14512,11,79435442
14513,12,79435452
14514,13,79435444
14515,14,79435447
14516,16,79435450
14517,18,79435446
14518,1,96155646
14519,2,96155650
14520,6,96155650
14521,11,96155642
14522,12,96155651
14523,13,96155643
14524,14,96155646
14525,16,96155649
14526,18,96155645
14527,1,12875851
14528,2,12875854
14529,6,12875855
14530,11,12875846
14531,12,12875856
14532,13,12875847
14533,14,12875850
14534,16,12875854
14535,18,12875850
14536,1,29596520
14537,2,29596523
14538,6,29596524
14539,11,29596515
14540,12,29596525
14541,13,29596516
14542,14,29596519
14543,16,29596523
14544,18,29596519
14545,1,46316883
14546,2,46316886
14547,6,46316887
14548,11,46316878
14549,12,46316888
14550,13,46316879
14551,14,46316882
14552,16,46316886
14553,18,46316882
14554,1,63037272
14555,2,63037276
14556,6,63037276
14557,11,63037267
14558,12,63037277
14559,13,63037269
14560,14,63037272
14561,16,63037275
14562,18,63037271
14563,1,79757599
14564,2,79757602
14565,6,79757603
14566,11,79757594
14567,12,79757604
14568,13,79757595
14569,14,79757598
14570,16,79757602
14571,18,79757598
14572,1,96477735
14573,2,96477738
14574,6,96477739
14575,11,96477730
14576,12,96477740
14577,13,96477731
14578,14,96477734
14579,16,96477738
14580,18,96477734
14581,1,13197610
14582,2,13197614
14583,6,13197614
14584,11,13197605
14585,12,13197615
14586,13,13197607
14587,14,13197610
14588,16,13197613
14589,18,13197609
14590,1,29917867
14591,2,29917870
14592,6,29917871
14593,11,29917862
14594,12,29917872
14595,13,29917863
14596,14,29917866
14597,16,29917870
14598,18,29917866
14599,1,46637466
14600,2,46637470
14601,6,46637471
14602,11,46637462
14603,12,46637471
14604,13,46637463
14605,14,46637466
14606,16,46637470
14607,18,46637465
14608,1,63357793
14609,2,63357796
14610,6,63357797
14611,11,63357788
14612,12,63357798
14613,13,63357789
14614,14,63357792
14615,16,63357796
14616,18,63357792
14617,1,80078082
14618,2,80078085
14619,6,80078086
14620,11,80078077
14621,12,80078087
14622,13,80078078
14623,14,80078081
14624,16,80078085
14625,18,80078081
14626,1,96798836
14627,2,96798839
14628,6,96798840
14629,11,96798831
14630,12,96798841
14631,13,96798832
14632,14,96798835
14633,16,96798839
14634,18,96798835
14635,1,13519307
14636,2,13519311
14637,6,13519311
14638,11,13519303
14639,12,13519312
14640,13,13519304
14641,14,13519307
14642,16,13519310
14643,18,13519306
14644,1,30239721
14645,2,30239725
14646,6,30239726
14647,11,30239717
14648,12,30239726
14649,13,30239718
14650,14,30239721
14651,16,30239725
14652,18,30239720
14653,1,46960086
14654,2,46960089
14655,6,46960090
14656,11,46960081
14657,12,46960091
14658,13,46960082
14659,14,46960085
14660,16,46960089
14661,18,46960085
14662,1,63681083
14663,2,63681087
14664,6,63681088
14665,11,63681079
14666,12,63681088
14667,13,63681080
14668,14,63681083
14669,16,63681087
14670,18,63681082
14671,1,80401239
14672,2,80401242
14673,6,80401243
14674,11,80401234
14675,12,80401244
14676,13,80401235
14677,14,80401238
14678,16,80401242
14679,18,80401238
14680,1,97122487
14681,2,97122491
14682,6,97122491
14683,11,97122482
14684,12,97122492
14685,13,97122483
14686,14,97122486
14687,16,97122490
14688,18,97122486
14689,1,13843235
14690,2,13843239
14691,6,13843239
14692,11,13843231
14693,12,13843240
14694,13,13843232
14695,14,13843235
14696,16,13843238
14697,18,13843234
14698,1,30563935
14699,2,30563938
14700,6,30563939
14701,11,30563930
14702,12,30563940
14703,13,30563931
14704,14,30563934
14705,16,30563938
14706,18,30563934
14707,1,47285072
14708,2,47285075
14709,6,47285076
14710,11,47285067
14711,12,47285077
14712,13,47285068
14713,14,47285071
14714,16,47285075
14715,18,47285071
14716,1,64005357
14717,2,64005360
14718,6,64005361
14719,11,64005352
14720,12,64005362
14721,13,64005353
14722,14,64005356
14723,16,64005360
14724,18,64005356
14725,1,80726918
14726,2,80726922
14727,6,80726922
14728,11,80726913
14729,12,80726923
14730,13,80726915
14731,14,80726918
14732,16,80726921
14733,18,80726917
14734,1,97447174
14735,2,97447177
14736,6,97447178
14737,11,97447169
14738,12,97447178
14739,13,97447170
14740,14,97447173
14741,16,97447177
14742,18,97447173
14743,1,14168426
14744,2,14168429
14745,6,14168430
14746,11,14168421
14747,12,14168431
14748,13,14168422
14749,14,14168425
14750,16,14168429
14751,18,14168425
14752,1,30889105
14753,2,30889109
14754,6,30889109
14755,11,30889100
14756,12,30889110
14757,13,30889102
14758,14,30889104
14759,16,30889108
14760,18,30889104
14761,1,47609830
14762,2,47609834
14763,6,47609835
14764,11,47609826
14765,12,47609835
14766,13,47609827
14767,14,47609830
14768,16,47609833
14769,18,47609829
14770,1,64330166
14771,2,64330170
14772,6,64330171
14773,11,64330162
14774,12,64330171
14775,13,64330163
14776,14,64330166
14777,16,64330170
14778,18,64330165
14779,1,81051074
14780,2,81051078
14781,6,81051078
14782,11,81051070
14783,12,81051079
14784,13,81051071
14785,14,81051074
14786,16,81051077
14787,18,81051073
14788,1,97771732
14789,2,97771735
14790,6,97771736
14791,11,97771727
14792,12,97771737
14793,13,97771729
14794,14,97771731
14795,16,97771735
14796,18,97771731
14797,1,14492343
14798,2,14492347
14799,6,14492348
14800,11,14492339
14801,12,14492348
14802,13,14492340
14803,14,14492343
14804,16,14492346
14805,18,14492343
14806,1,31213533
14807,2,31213536
14808,6,31213537
14809,11,31213528
14810,12,31213538
14811,13,31213529
14812,14,31213532
14813,16,31213536
14814,18,31213532
14815,1,47934112
14816,2,47934115
14817,6,47934116
14818,11,47934107
14819,12,47934117
14820,13,47934108
14821,14,47934111
14822,16,47934115
14823,18,47934111
14824,1,64655008
14825,2,64655011
14826,6,64655012
14827,11,64655003
14828,12,64655013
14829,13,64655004
14830,14,64655007
14831,16,64655011
14832,18,64655007
14833,1,81376155
14834,2,81376159
14835,6,81376160
14836,11,81376151
14837,12,81376160
14838,13,81376152
14839,14,81376155
14840,16,81376159
14841,18,81376154
14842,1,98097416
14843,2,98097420
14844,6,98097421
14845,11,98097412
14846,12,98097421
14847,13,98097413
14848,14,98097416
14849,16,98097420
14850,18,98097416
14851,1,14817924
14852,2,14817928
14853,6,14817929
14854,11,14817919
14855,12,14817929
14856,13,14817921
14857,14,14817924
14858,16,14817927
14859,18,14817923
14860,1,31538993
14861,2,31538996
14862,6,31538997
14863,11,31538988
14864,12,31538998
14865,13,31538990
14866,14,31538992
14867,16,31538996
14868,18,31538992
14869,1,48259463
14870,2,48259466
14871,6,48259467
14872,11,48259458
14873,12,48259468
14874,13,48259459
14875,14,48259462
14876,16,48259466
14877,18,48259462
14878,1,64980594
14879,2,64980597
14880,6,64980598
14881,11,64980589
14882,12,64980599
14883,13,64980590
14884,14,64980593
14885,16,64980597
14886,18,64980593
14887,1,81701525
14888,2,81701529
14889,6,81701529
14890,11,81701520
14891,12,81701530
14892,13,81701522
14893,14,81701525
14894,16,81701528
14895,18,81701524
14896,1,98422022
14897,2,98422025
14898,6,98422026
14899,11,98422017
14900,12,98422027
14901,13,98422018
14902,14,98422021
14903,16,98422025
14904,18,98422021
14905,1,15142290
14906,2,15142293
14907,6,15142294
14908,11,15142285
14909,12,15142295
14910,13,15142286
14911,14,15142289
14912,16,15142293
14913,18,15142289
14914,1,31862712
14915,2,31862715
14916,6,31862716
14917,11,31862707
14918,12,31862717
14919,13,31862708
14920,14,31862711
14921,16,31862715
14922,18,31862711
14923,1,48582946
14924,2,48582950
14925,6,48582950
14926,11,48582941
14927,12,48582951
14928,13,48582943
14929,14,48582945
14930,16,48582949
14931,18,48582945
14932,1,65303295
14933,2,65303299
14934,6,65303300
14935,11,65303291
14936,12,65303300
14937,13,65303292
14938,14,65303295
14939,16,65303298
14940,18,65303294
14941,1,82023106
14942,2,82023109
14943,6,82023110
14944,11,82023101
14945,12,82023111
14946,13,82023103
14947,14,82023105
14948,16,82023109
14949,18,82023105
14950,1,98743547
14951,2,98743550
14952,6,98743551
14953,11,98743542
14954,12,98743552
14955,13,98743543
14956,14,98743546
14957,16,98743550
14958,18,98743546
14959,1,15464035
14960,2,15464038
14961,6,15464039
14962,11,15464030
14963,12,15464040
14964,13,15464031
14965,14,15464034
14966,16,15464038
14967,18,15464034
14968,1,32185036
14969,2,32185039
14970,6,32185040
14971,11,32185031
14972,12,32185041
14973,13,32185032
14974,14,32185035
14975,16,32185039
14976,18,32185035
14977,1,48905947
14978,2,48905951
14979,6,48905952
14980,11,48905943
14981,12,48905952
14982,13,48905944
14983,14,48905947
14984,16,48905951
14985,18,48905946
14986,1,65626556
14987,2,65626559
14988,6,65626560
14989,11,65626551
14990,12,65626561
14991,13,65626552
14992,14,65626555
14993,16,65626559
14994,18,65626555
14995,1,82347069
14996,2,82347073
14997,6,82347073
14998,11,82347065
14999,12,82347074
15000,13,82347066
15001,14,82347069
15002,16,82347072
15003,18,82347068
15004,1,99067899
15005,2,99067902
15006,6,99067903
15007,11,99067894
15008,12,99067903
15009,13,99067895
15010,14,99067898
15011,16,99067902
15012,18,99067898
15013,1,15788470
15014,2,15788473
15015,6,15788474
15016,11,15788465
15017,12,15788475
15018,13,15788466
15019,14,15788469
15020,16,15788473
15021,18,15788469
15022,1,32508993
15023,2,32508996
15024,6,32508997
15025,11,32508988
15026,12,32508998
15027,13,32508989
15028,14,32508992
15029,16,32508996
15030,18,32508992
15031,1,49229305
15032,2,49229309
15033,6,49229309
15034,11,49229300
15035,12,49229310
15036,13,49229301
15037,14,49229305
15038,16,49229308
15039,18,49229304
15040,1,65949830
15041,2,65949834
15042,6,65949834
15043,11,65949825
15044,12,65949835
15045,13,65949827
15046,14,65949830
15047,16,65949833
15048,18,65949829
15049,1,82670395
15050,2,82670398
15051,6,82670399
15052,11,82670390
15053,12,82670400
15054,13,82670391
15055,14,82670394
15056,16,82670398
15057,18,82670394
15058,1,99391185
15059,2,99391189
15060,6,99391190
15061,11,99391181
15062,12,99391190
15063,13,99391182
15064,14,99391185
15065,16,99391188
15066,18,99391184
15067,1,16111418
15068,2,16111421
15069,6,16111422
15070,11,16111413
15071,12,16111422
15072,13,16111414
15073,14,16111417
15074,16,16111421
15075,18,16111416
15076,1,32831658
15077,2,32831661
15078,6,32831662
15079,11,32831653
15080,12,32831663
15081,13,32831654
15082,14,32831657
15083,16,32831661
15084,18,32831657
15085,1,49552743
15086,2,49552746
15087,6,49552747
15088,11,49552738
15089,12,49552748
15090,13,49552739
15091,14,49552742
15092,16,49552746
15093,18,49552742
15094,1,66273627
15095,2,66273631
15096,6,66273631
15097,11,66273622
15098,12,66273632
15099,13,66273623
15100,14,66273626
15101,16,66273630
15102,18,66273626
15103,1,82994411
15104,2,82994414
15105,6,82994415
15106,11,82994406
15107,12,82994416
15108,13,82994407
15109,14,82994410
15110,16,82994414
15111,18,82994410
15112,1,99714613
15113,2,99714616
15114,6,99714617
15115,11,99714608
15116,12,99714618
15117,13,99714610
15118,14,99714612
15119,16,99714616
15120,18,99714612
15121,1,16435347
15122,2,16435350
15123,6,16435351
15124,11,16435342
15125,12,16435351
15126,13,16435343
15127,14,16435346
15128,16,16435350
15129,18,16435346
15130,1,33155690
15131,2,33155693
15132,6,33155694
15133,11,33155685
15134,12,33155694
15135,13,33155686
15136,14,33155689
15137,16,33155693
15138,18,33155689
15139,1,49876366
15140,2,49876370
15141,6,49876371
15142,11,49876362
15143,12,49876371
15144,13,49876363
15145,14,49876366
15146,16,49876370
15147,18,49876365
15148,1,66597617
15149,2,66597621
15150,6,66597621
15151,11,66597613
15152,12,66597622
15153,13,66597614
15154,14,66597617
15155,16,66597620
15156,18,66597616
15157,1,83318125
15158,2,83318129
15159,6,83318129
15160,11,83318120
15161,12,83318130
15162,13,83318122
15163,14,83318124
15164,16,83318128
15165,18,83318124
15166,1,38319
15167,2,38322
15168,6,38323
15169,11,38314
15170,12,38324
15171,13,38315
15172,14,38318
15173,16,38322
15174,18,38318
15175,1,16758707
15176,2,16758710
15177,6,16758711
15178,11,16758702
15179,12,16758712
15180,13,16758704
15181,14,16758706
15182,16,16758710
15183,18,16758706
15184,1,33479751
15185,2,33479754
15186,6,33479755
15187,11,33479746
15188,12,33479756
15189,13,33479747
15190,14,33479750
15191,16,33479754
15192,18,33479750
15193,1,50200596
15194,2,50200599
15195,6,50200600
15196,11,50200591
15197,12,50200600
15198,13,50200592
15199,14,50200595
15200,16,50200599
15201,18,50200594
15202,1,66921448
15203,2,66921452
15204,6,66921453
15205,11,66921444
15206,12,66921453
15207,13,66921445
15208,14,66921448
15209,16,66921451
15210,18,66921447
15211,1,83642167
15212,2,83642171
15213,6,83642172
15214,11,83642163
15215,12,83642172
15216,13,83642164
15217,14,83642167
15218,16,83642170
15219,18,83642166
15220,1,362716
15221,2,362720
15222,6,362720
15223,11,362711
15224,12,362721
15225,13,362713
15226,14,362715
15227,16,362719
15228,18,362715
15229,1,17083319
15230,2,17083322
15231,6,17083323
15232,11,17083314
15233,12,17083324
15234,13,17083315
15235,14,17083318
15236,16,17083322
15237,18,17083318
15238,1,33803456
15239,2,33803460
15240,6,33803460
15241,11,33803452
15242,12,33803461
15243,13,33803453
15244,14,33803456
15245,16,33803459
15246,18,33803455
15247,1,50523587
15248,2,50523590
15249,6,50523591
15250,11,50523582
15251,12,50523592
15252,13,50523583
15253,14,50523586
15254,16,50523590
15255,18,50523586
15256,1,67243914
15257,2,67243917
15258,6,67243918
15259,11,67243909
15260,12,67243918
15261,13,67243910
15262,14,67243913
15263,16,67243917
15264,18,67243912
15265,1,83964051
15266,2,83964054
15267,6,83964055
15268,11,83964046
15269,12,83964056
15270,13,83964047
15271,14,83964050
15272,16,83964054
15273,18,83964050
15274,1,683973
15275,2,683977
15276,6,683977
15277,11,683968
15278,12,683978
15279,13,683970
15280,14,683973
15281,16,683976
15282,18,683972
15283,1,17404431
15284,2,17404435
15285,6,17404435
15286,11,17404427
15287,12,17404436
15288,13,17404428
15289,14,17404431
15290,16,17404434
15291,18,17404430
15292,1,34124502
15293,2,34124505
15294,6,34124506
15295,11,34124497
15296,12,34124507
15297,13,34124498
15298,14,34124501
15299,16,34124505
15300,18,34124501
15301,1,50844691
15302,2,50844695
15303,6,50844695
15304,11,50844686
15305,12,50844696
15306,13,50844688
15307,14,50844691
15308,16,50844694
15309,18,50844690
15310,1,67564594
15311,2,67564597
15312,6,67564598
15313,11,67564589
15314,12,67564599
15315,13,67564590
15316,14,67564593
15317,16,67564597
15318,18,67564593
15319,1,84284604
15320,2,84284608
15321,6,84284608
15322,11,84284599
15323,12,84284609
15324,13,84284601
15325,14,84284604
15326,16,84284607
15327,18,84284603
15328,1,1004534
15329,2,1004538
15330,6,1004539
15331,11,1004530
15332,12,1004539
15333,13,1004531
15334,14,1004534
15335,16,1004537
15336,18,1004533
15337,1,17725122
15338,2,17725125
15339,6,17725126
15340,11,17725117
15341,12,17725126
15342,13,17725118
15343,14,17725121
15344,16,17725125
15345,18,17725121
15346,1,34445773
15347,2,34445776
15348,6,34445777
15349,11,34445768
15350,12,34445778
15351,13,34445769
15352,14,34445772
15353,16,34445776
15354,18,34445772
15355,1,51166476
15356,2,51166480
15357,6,51166480
15358,11,51166472
15359,12,51166481
15360,13,51166473
15361,14,51166476
15362,16,51166479
15363,18,51166475
15364,1,67886981
15365,2,67886984
