,DOM,delay,Time
1,2.0,3.0,1620982801.1
2,4.0,-3.0,1620982801.1
3,5.0,-5.0,1620982801.1
4,6.0,4.0,1620982801.1
5,7.0,1.0,1620982801.1
6,9.0,-4.0,1620982801.1
7,10.0,-12.0,1620982801.1
8,11.0,-2.0,1620982801.1
9,12.0,-5.0,1620982801.1
10,13.0,-14.0,1620982801.1
11,14.0,-17.0,1620982801.1
12,16.0,-20.0,1620982801.1
13,17.0,-10.0,1620982801.1
14,18.0,1.0,1620982801.1
15,2.0,3.0,1620982802.1
16,4.0,-2.0,1620982802.1
17,5.0,-5.0,1620982802.1
18,6.0,4.0,1620982802.1
19,7.0,2.0,1620982802.1
20,9.0,-4.0,1620982802.1
21,10.0,-12.0,1620982802.1
22,11.0,-2.0,1620982802.1
23,12.0,-5.0,1620982802.1
24,13.0,-13.0,1620982802.1
25,14.0,-16.0,1620982802.1
26,16.0,-19.0,1620982802.1
27,17.0,-10.0,1620982802.1
28,18.0,2.0,1620982802.1
29,2.0,3.0,1620982803.1
30,4.0,-2.0,1620982803.1
31,5.0,-5.0,1620982803.1
32,6.0,4.0,1620982803.1
33,7.0,2.0,1620982803.1
34,9.0,-4.0,1620982803.1
35,10.0,-12.0,1620982803.1
36,11.0,-2.0,1620982803.1
37,12.0,-5.0,1620982803.1
38,13.0,-13.0,1620982803.1
39,14.0,-16.0,1620982803.1
40,16.0,-19.0,1620982803.1
41,17.0,-10.0,1620982803.1
42,18.0,2.0,1620982803.1
43,2.0,4.0,1620982804.1
44,4.0,-2.0,1620982804.1
45,5.0,-5.0,1620982804.1
46,6.0,5.0,1620982804.1
47,7.0,2.0,1620982804.1
48,9.0,-4.0,1620982804.1
49,10.0,-11.0,1620982804.1
50,11.0,-1.0,1620982804.1
51,12.0,-4.0,1620982804.1
52,13.0,-13.0,1620982804.1
53,14.0,-16.0,1620982804.1
54,16.0,-19.0,1620982804.1
55,17.0,-10.0,1620982804.1
56,18.0,2.0,1620982804.1
57,2.0,3.0,1620982805.2
58,4.0,-2.0,1620982805.2
59,5.0,-5.0,1620982805.2
60,6.0,4.0,1620982805.2
61,7.0,2.0,1620982805.2
62,9.0,-4.0,1620982805.2
63,10.0,-12.0,1620982805.2
64,11.0,-2.0,1620982805.2
65,12.0,-5.0,1620982805.2
66,13.0,-13.0,1620982805.2
67,14.0,-17.0,1620982805.2
68,16.0,-19.0,1620982805.2
69,17.0,-10.0,1620982805.2
70,18.0,2.0,1620982805.2
71,2.0,3.0,1620982806.2
72,4.0,-2.0,1620982806.2
73,5.0,-5.0,1620982806.2
74,6.0,4.0,1620982806.2
75,7.0,2.0,1620982806.2
76,9.0,-4.0,1620982806.2
77,10.0,-12.0,1620982806.2
78,11.0,-2.0,1620982806.2
79,12.0,-5.0,1620982806.2
80,13.0,-14.0,1620982806.2
81,14.0,-17.0,1620982806.2
82,16.0,-19.0,1620982806.2
83,17.0,-10.0,1620982806.2
84,18.0,2.0,1620982806.2
85,2.0,3.0,1620982807.2
86,4.0,-2.0,1620982807.2
87,5.0,-5.0,1620982807.2
88,6.0,5.0,1620982807.2
89,7.0,2.0,1620982807.2
90,9.0,-4.0,1620982807.2
91,10.0,-12.0,1620982807.2
92,11.0,-2.0,1620982807.2
93,12.0,-5.0,1620982807.2
94,13.0,-13.0,1620982807.2
95,14.0,-16.0,1620982807.2
96,16.0,-19.0,1620982807.2
97,17.0,-10.0,1620982807.2
98,18.0,2.0,1620982807.2
99,2.0,4.0,1620982808.2
100,4.0,-2.0,1620982808.2
101,5.0,-5.0,1620982808.2
102,6.0,5.0,1620982808.2
103,7.0,2.0,1620982808.2
104,9.0,-4.0,1620982808.2
105,10.0,-12.0,1620982808.2
106,11.0,-2.0,1620982808.2
107,12.0,-4.0,1620982808.2
108,13.0,-13.0,1620982808.2
109,14.0,-16.0,1620982808.2
110,16.0,-19.0,1620982808.2
111,17.0,-10.0,1620982808.2
112,18.0,2.0,1620982808.2
113,2.0,3.0,1620982809.2
114,4.0,-3.0,1620982809.2
115,5.0,-6.0,1620982809.2
116,6.0,4.0,1620982809.2
117,7.0,1.0,1620982809.2
118,9.0,-5.0,1620982809.2
119,10.0,-12.0,1620982809.2
120,11.0,-2.0,1620982809.2
121,12.0,-5.0,1620982809.2
122,13.0,-14.0,1620982809.2
123,14.0,-17.0,1620982809.2
124,16.0,-20.0,1620982809.2
125,17.0,-10.0,1620982809.2
126,18.0,1.0,1620982809.2
127,2.0,3.0,1620982810.2
128,4.0,-3.0,1620982810.2
129,5.0,-5.0,1620982810.2
130,6.0,4.0,1620982810.2
131,7.0,1.0,1620982810.2
132,9.0,-4.0,1620982810.2
133,10.0,-12.0,1620982810.2
134,11.0,-2.0,1620982810.2
135,12.0,-5.0,1620982810.2
136,13.0,-14.0,1620982810.2
137,14.0,-17.0,1620982810.2
138,16.0,-19.0,1620982810.2
139,17.0,-10.0,1620982810.2
140,18.0,1.0,1620982810.2
141,2.0,4.0,1620982811.3
142,4.0,-2.0,1620982811.3
143,5.0,-5.0,1620982811.3
144,6.0,5.0,1620982811.3
145,7.0,2.0,1620982811.3
146,9.0,-4.0,1620982811.3
147,10.0,-12.0,1620982811.3
148,11.0,-2.0,1620982811.3
149,12.0,-5.0,1620982811.3
150,13.0,-13.0,1620982811.3
151,14.0,-16.0,1620982811.3
152,16.0,-19.0,1620982811.3
153,17.0,-10.0,1620982811.3
154,18.0,2.0,1620982811.3
155,2.0,3.0,1620982812.3
156,4.0,-3.0,1620982812.3
157,5.0,-5.0,1620982812.3
158,6.0,4.0,1620982812.3
159,7.0,1.0,1620982812.3
160,9.0,-5.0,1620982812.3
161,10.0,-12.0,1620982812.3
162,11.0,-2.0,1620982812.3
163,12.0,-5.0,1620982812.3
164,13.0,-14.0,1620982812.3
165,14.0,-17.0,1620982812.3
166,16.0,-20.0,1620982812.3
167,17.0,-10.0,1620982812.3
168,18.0,1.0,1620982812.3
169,2.0,3.0,1620982813.3
170,4.0,-3.0,1620982813.3
171,5.0,-5.0,1620982813.3
172,6.0,4.0,1620982813.3
173,7.0,1.0,1620982813.3
174,9.0,-5.0,1620982813.3
175,10.0,-12.0,1620982813.3
176,11.0,-2.0,1620982813.3
177,12.0,-5.0,1620982813.3
178,13.0,-14.0,1620982813.3
179,14.0,-17.0,1620982813.3
180,16.0,-20.0,1620982813.3
181,17.0,-10.0,1620982813.3
182,18.0,1.0,1620982813.3
183,2.0,3.0,1620982814.3
184,4.0,-3.0,1620982814.3
185,5.0,-5.0,1620982814.3
186,6.0,4.0,1620982814.3
187,7.0,2.0,1620982814.3
188,9.0,-4.0,1620982814.3
189,10.0,-12.0,1620982814.3
190,11.0,-2.0,1620982814.3
191,12.0,-5.0,1620982814.3
192,13.0,-14.0,1620982814.3
193,14.0,-17.0,1620982814.3
194,16.0,-19.0,1620982814.3
195,17.0,-10.0,1620982814.3
196,18.0,1.0,1620982814.3
197,2.0,4.0,1620982815.3
198,4.0,-2.0,1620982815.3
199,5.0,-5.0,1620982815.3
200,6.0,5.0,1620982815.3
201,7.0,2.0,1620982815.3
202,9.0,-4.0,1620982815.3
203,10.0,-12.0,1620982815.3
204,11.0,-2.0,1620982815.3
205,12.0,-4.0,1620982815.3
206,13.0,-13.0,1620982815.3
207,14.0,-16.0,1620982815.3
208,16.0,-19.0,1620982815.3
209,17.0,-10.0,1620982815.3
210,18.0,2.0,1620982815.3
211,2.0,3.0,1620982816.3
212,4.0,-3.0,1620982816.3
213,5.0,-5.0,1620982816.3
214,6.0,4.0,1620982816.3
215,7.0,1.0,1620982816.3
216,9.0,-5.0,1620982816.3
217,10.0,-12.0,1620982816.3
218,11.0,-2.0,1620982816.3
219,12.0,-5.0,1620982816.3
220,13.0,-14.0,1620982816.3
221,14.0,-17.0,1620982816.3
222,16.0,-20.0,1620982816.3
223,17.0,-10.0,1620982816.3
224,18.0,1.0,1620982816.3
225,2.0,3.0,1620982817.4
226,4.0,-2.0,1620982817.4
227,5.0,-5.0,1620982817.4
228,6.0,4.0,1620982817.4
229,7.0,2.0,1620982817.4
230,9.0,-4.0,1620982817.4
231,10.0,-12.0,1620982817.4
232,11.0,-2.0,1620982817.4
233,12.0,-5.0,1620982817.4
234,13.0,-13.0,1620982817.4
235,14.0,-17.0,1620982817.4
236,16.0,-19.0,1620982817.4
237,17.0,-10.0,1620982817.4
238,18.0,2.0,1620982817.4
239,2.0,4.0,1620982818.4
240,4.0,-2.0,1620982818.4
241,5.0,-5.0,1620982818.4
242,6.0,4.0,1620982818.4
243,7.0,2.0,1620982818.4
244,9.0,-4.0,1620982818.4
245,10.0,-12.0,1620982818.4
246,11.0,-2.0,1620982818.4
247,12.0,-4.0,1620982818.4
248,13.0,-13.0,1620982818.4
249,14.0,-16.0,1620982818.4
250,16.0,-19.0,1620982818.4
251,17.0,-10.0,1620982818.4
252,18.0,2.0,1620982818.4
253,2.0,3.0,1620982819.4
254,4.0,-3.0,1620982819.4
255,5.0,-5.0,1620982819.4
256,6.0,4.0,1620982819.4
257,7.0,1.0,1620982819.4
258,9.0,-5.0,1620982819.4
259,10.0,-12.0,1620982819.4
260,11.0,-2.0,1620982819.4
261,12.0,-5.0,1620982819.4
262,13.0,-14.0,1620982819.4
263,14.0,-17.0,1620982819.4
264,16.0,-20.0,1620982819.4
265,17.0,-10.0,1620982819.4
266,18.0,1.0,1620982819.4
267,2.0,3.0,1620982820.4
268,4.0,-3.0,1620982820.4
269,5.0,-5.0,1620982820.4
270,6.0,4.0,1620982820.4
271,7.0,1.0,1620982820.4
272,9.0,-5.0,1620982820.4
273,10.0,-12.0,1620982820.4
274,11.0,-2.0,1620982820.4
275,12.0,-5.0,1620982820.4
276,13.0,-14.0,1620982820.4
277,14.0,-17.0,1620982820.4
278,16.0,-19.0,1620982820.4
279,17.0,-10.0,1620982820.4
280,18.0,1.0,1620982820.4
281,2.0,3.0,1620982821.4
282,4.0,-3.0,1620982821.4
283,5.0,-6.0,1620982821.4
284,6.0,4.0,1620982821.4
285,7.0,1.0,1620982821.4
286,9.0,-5.0,1620982821.4
287,10.0,-12.0,1620982821.4
288,11.0,-2.0,1620982821.4
289,12.0,-5.0,1620982821.4
290,13.0,-14.0,1620982821.4
291,14.0,-17.0,1620982821.4
292,16.0,-20.0,1620982821.4
