,DOM,delay,Time
1,2.0,4.0,1621998001.0
2,4.0,-2.0,1621998001.0
3,6.0,4.0,1621998001.0
4,7.0,2.0,1621998001.0
5,8.0,-1.0,1621998001.0
6,9.0,-4.0,1621998001.0
7,10.0,1.0,1621998001.0
8,11.0,-2.0,1621998001.0
9,12.0,-4.0,1621998001.0
10,14.0,4.0,1621998001.0
11,16.0,1.0,1621998001.0
12,17.0,-2.0,1621998001.0
13,18.0,-3.0,1621998001.0
14,2.0,3.0,1621998002.1
15,4.0,-3.0,1621998002.1
16,6.0,4.0,1621998002.1
17,7.0,1.0,1621998002.1
18,8.0,-2.0,1621998002.1
19,9.0,-5.0,1621998002.1
20,10.0,0.0,1621998002.1
21,11.0,-2.0,1621998002.1
22,12.0,-5.0,1621998002.1
23,14.0,3.0,1621998002.1
24,16.0,0.0,1621998002.1
25,17.0,-3.0,1621998002.1
26,18.0,-4.0,1621998002.1
27,2.0,3.0,1621998003.1
28,4.0,-3.0,1621998003.1
29,6.0,4.0,1621998003.1
30,7.0,1.0,1621998003.1
31,8.0,-2.0,1621998003.1
32,9.0,-5.0,1621998003.1
33,10.0,0.0,1621998003.1
34,11.0,-2.0,1621998003.1
35,12.0,-5.0,1621998003.1
36,14.0,3.0,1621998003.1
37,16.0,0.0,1621998003.1
38,17.0,-3.0,1621998003.1
39,18.0,-4.0,1621998003.1
40,2.0,3.0,1621998004.1
41,4.0,-3.0,1621998004.1
42,6.0,4.0,1621998004.1
43,7.0,1.0,1621998004.1
44,8.0,-2.0,1621998004.1
45,9.0,-5.0,1621998004.1
46,10.0,0.0,1621998004.1
47,11.0,-2.0,1621998004.1
48,12.0,-5.0,1621998004.1
49,14.0,3.0,1621998004.1
50,16.0,0.0,1621998004.1
51,17.0,-3.0,1621998004.1
52,18.0,-4.0,1621998004.1
53,2.0,3.0,1621998005.1
54,4.0,-2.0,1621998005.1
55,6.0,4.0,1621998005.1
56,7.0,2.0,1621998005.1
57,8.0,-1.0,1621998005.1
58,9.0,-4.0,1621998005.1
59,10.0,1.0,1621998005.1
60,11.0,-2.0,1621998005.1
61,12.0,-4.0,1621998005.1
62,14.0,4.0,1621998005.1
63,16.0,1.0,1621998005.1
64,17.0,-2.0,1621998005.1
65,18.0,-3.0,1621998005.1
66,2.0,3.0,1621998006.1
67,4.0,-2.0,1621998006.1
68,6.0,4.0,1621998006.1
69,7.0,2.0,1621998006.1
70,8.0,-1.0,1621998006.1
71,9.0,-4.0,1621998006.1
72,10.0,1.0,1621998006.1
73,11.0,-2.0,1621998006.1
74,12.0,-4.0,1621998006.1
75,14.0,4.0,1621998006.1
76,16.0,1.0,1621998006.1
77,17.0,-2.0,1621998006.1
78,18.0,-3.0,1621998006.1
79,2.0,3.0,1621998007.1
80,4.0,-3.0,1621998007.1
81,6.0,4.0,1621998007.1
82,7.0,1.0,1621998007.1
83,8.0,-2.0,1621998007.1
84,9.0,-5.0,1621998007.1
85,10.0,0.0,1621998007.1
