,DOM,delay,Time
1,2.0,3.0,1621263394.5
2,4.0,-3.0,1621263394.5
3,5.0,-5.0,1621263394.5
4,6.0,4.0,1621263394.5
5,7.0,1.0,1621263394.5
6,8.0,-1.0,1621263394.5
7,9.0,-4.0,1621263394.5
8,10.0,0.0,1621263394.5
9,11.0,-2.0,1621263394.5
10,12.0,-5.0,1621263394.5
11,13.0,-1.0,1621263394.5
12,14.0,-4.0,1621263394.5
13,16.0,-6.0,1621263394.5
14,17.0,3.0,1621263394.5
15,18.0,2.0,1621263394.5
16,2.0,4.0,1621263395.5
17,4.0,-2.0,1621263395.5
18,5.0,-5.0,1621263395.5
19,6.0,5.0,1621263395.5
20,7.0,2.0,1621263395.5
21,8.0,-1.0,1621263395.5
22,9.0,-4.0,1621263395.5
23,10.0,1.0,1621263395.5
24,11.0,-2.0,1621263395.5
25,12.0,-4.0,1621263395.5
26,13.0,0.0,1621263395.5
27,14.0,-3.0,1621263395.5
28,16.0,-6.0,1621263395.5
29,17.0,3.0,1621263395.5
30,18.0,2.0,1621263395.5
31,2.0,3.0,1621263396.5
32,4.0,-2.0,1621263396.5
33,5.0,-5.0,1621263396.5
34,6.0,4.0,1621263396.5
35,7.0,2.0,1621263396.5
36,8.0,-1.0,1621263396.5
37,9.0,-4.0,1621263396.5
38,10.0,1.0,1621263396.5
39,11.0,-2.0,1621263396.5
40,12.0,-4.0,1621263396.5
41,13.0,0.0,1621263396.5
42,14.0,-3.0,1621263396.5
43,16.0,-6.0,1621263396.5
44,17.0,3.0,1621263396.5
45,18.0,2.0,1621263396.5
46,2.0,3.0,1621263397.5
47,4.0,-2.0,1621263397.5
48,5.0,-5.0,1621263397.5
49,6.0,4.0,1621263397.5
50,7.0,2.0,1621263397.5
51,8.0,-1.0,1621263397.5
52,9.0,-4.0,1621263397.5
53,10.0,1.0,1621263397.5
54,11.0,-2.0,1621263397.5
55,12.0,-4.0,1621263397.5
56,13.0,0.0,1621263397.5
57,14.0,-3.0,1621263397.5
58,16.0,-6.0,1621263397.5
59,17.0,3.0,1621263397.5
60,18.0,2.0,1621263397.5
61,2.0,4.0,1621263398.5
62,4.0,-2.0,1621263398.5
63,5.0,-5.0,1621263398.5
64,6.0,5.0,1621263398.5
65,7.0,2.0,1621263398.5
66,8.0,-1.0,1621263398.5
67,9.0,-4.0,1621263398.5
68,10.0,1.0,1621263398.5
69,11.0,-1.0,1621263398.5
70,12.0,-4.0,1621263398.5
71,13.0,0.0,1621263398.5
72,14.0,-3.0,1621263398.5
73,16.0,-6.0,1621263398.5
74,17.0,3.0,1621263398.5
75,18.0,3.0,1621263398.5
76,2.0,3.0,1621263399.5
77,4.0,-3.0,1621263399.5
78,5.0,-5.0,1621263399.5
79,6.0,4.0,1621263399.5
80,7.0,1.0,1621263399.5
81,8.0,-1.0,1621263399.5
82,9.0,-4.0,1621263399.5
83,10.0,0.0,1621263399.5
84,11.0,-2.0,1621263399.5
85,12.0,-5.0,1621263399.5
86,13.0,-1.0,1621263399.5
87,14.0,-4.0,1621263399.5
88,16.0,-7.0,1621263399.5
89,17.0,3.0,1621263399.5
90,18.0,2.0,1621263399.5
91,2.0,3.0,1621263400.6
92,5.0,-5.0,1621263400.6
93,6.0,4.0,1621263400.6
94,7.0,2.0,1621263400.6
95,8.0,-1.0,1621263400.6
96,9.0,-4.0,1621263400.6
97,10.0,1.0,1621263400.6
98,11.0,-2.0,1621263400.6
99,12.0,-5.0,1621263400.6
100,13.0,-1.0,1621263400.6
101,14.0,-4.0,1621263400.6
102,16.0,-6.0,1621263400.6
103,17.0,3.0,1621263400.6
104,18.0,2.0,1621263400.6
105,2.0,4.0,1621263401.6
106,5.0,-5.0,1621263401.6
107,6.0,5.0,1621263401.6
108,7.0,2.0,1621263401.6
109,8.0,-1.0,1621263401.6
110,9.0,-4.0,1621263401.6
111,10.0,1.0,1621263401.6
112,11.0,-2.0,1621263401.6
113,12.0,-4.0,1621263401.6
114,13.0,0.0,1621263401.6
115,14.0,-3.0,1621263401.6
116,16.0,-6.0,1621263401.6
117,17.0,3.0,1621263401.6
118,18.0,2.0,1621263401.6
119,2.0,3.0,1621263402.6
120,5.0,-5.0,1621263402.6
121,6.0,4.0,1621263402.6
122,7.0,2.0,1621263402.6
123,8.0,-1.0,1621263402.6
124,9.0,-4.0,1621263402.6
125,10.0,1.0,1621263402.6
126,11.0,-2.0,1621263402.6
127,12.0,-4.0,1621263402.6
128,13.0,0.0,1621263402.6
129,14.0,-3.0,1621263402.6
130,16.0,-6.0,1621263402.6
131,17.0,3.0,1621263402.6
132,18.0,2.0,1621263402.6
133,2.0,4.0,1621263403.6
134,5.0,-5.0,1621263403.6
135,6.0,5.0,1621263403.6
136,7.0,2.0,1621263403.6
137,8.0,-1.0,1621263403.6
138,9.0,-4.0,1621263403.6
139,10.0,1.0,1621263403.6
140,11.0,-1.0,1621263403.6
141,12.0,-4.0,1621263403.6
142,13.0,0.0,1621263403.6
143,14.0,-3.0,1621263403.6
144,16.0,-6.0,1621263403.6
145,17.0,3.0,1621263403.6
146,18.0,2.0,1621263403.6
147,2.0,3.0,1621263404.6
148,4.0,-3.0,1621263404.6
149,5.0,-6.0,1621263404.6
150,6.0,4.0,1621263404.6
151,7.0,1.0,1621263404.6
152,8.0,-2.0,1621263404.6
153,9.0,-5.0,1621263404.6
154,10.0,0.0,1621263404.6
155,11.0,-2.0,1621263404.6
156,12.0,-5.0,1621263404.6
157,13.0,-1.0,1621263404.6
158,14.0,-4.0,1621263404.6
159,16.0,-7.0,1621263404.6
160,17.0,3.0,1621263404.6
161,18.0,2.0,1621263404.6
162,2.0,4.0,1621263405.6
163,4.0,-2.0,1621263405.6
164,5.0,-5.0,1621263405.6
165,6.0,4.0,1621263405.6
166,7.0,2.0,1621263405.6
167,8.0,-1.0,1621263405.6
168,9.0,-4.0,1621263405.6
169,10.0,1.0,1621263405.6
170,11.0,-2.0,1621263405.6
171,12.0,-4.0,1621263405.6
172,13.0,0.0,1621263405.6
173,14.0,-3.0,1621263405.6
174,16.0,-6.0,1621263405.6
175,17.0,3.0,1621263405.6
176,18.0,2.0,1621263405.6
177,2.0,3.0,1621263406.7
178,4.0,-2.0,1621263406.7
179,5.0,-5.0,1621263406.7
180,6.0,4.0,1621263406.7
181,7.0,2.0,1621263406.7
182,8.0,-1.0,1621263406.7
183,9.0,-4.0,1621263406.7
184,10.0,1.0,1621263406.7
185,11.0,-2.0,1621263406.7
186,12.0,-4.0,1621263406.7
187,13.0,-1.0,1621263406.7
188,14.0,-3.0,1621263406.7
189,16.0,-6.0,1621263406.7
190,17.0,3.0,1621263406.7
191,18.0,2.0,1621263406.7
192,2.0,3.0,1621263407.7
193,4.0,-3.0,1621263407.7
194,5.0,-5.0,1621263407.7
195,6.0,4.0,1621263407.7
196,7.0,2.0,1621263407.7
197,8.0,-1.0,1621263407.7
198,9.0,-4.0,1621263407.7
199,10.0,0.0,1621263407.7
200,11.0,-2.0,1621263407.7
201,12.0,-5.0,1621263407.7
202,13.0,-1.0,1621263407.7
203,14.0,-4.0,1621263407.7
204,16.0,-7.0,1621263407.7
205,17.0,3.0,1621263407.7
206,18.0,2.0,1621263407.7
207,2.0,4.0,1621263408.7
208,4.0,-2.0,1621263408.7
209,5.0,-5.0,1621263408.7
210,6.0,5.0,1621263408.7
211,7.0,2.0,1621263408.7
212,8.0,-1.0,1621263408.7
213,9.0,-4.0,1621263408.7
214,10.0,1.0,1621263408.7
215,11.0,-2.0,1621263408.7
216,12.0,-4.0,1621263408.7
217,13.0,0.0,1621263408.7
218,14.0,-3.0,1621263408.7
219,16.0,-6.0,1621263408.7
220,17.0,3.0,1621263408.7
221,18.0,3.0,1621263408.7
222,2.0,3.0,1621263409.7
223,4.0,-2.0,1621263409.7
224,5.0,-5.0,1621263409.7
225,6.0,4.0,1621263409.7
226,7.0,2.0,1621263409.7
227,8.0,-1.0,1621263409.7
228,9.0,-4.0,1621263409.7
229,10.0,1.0,1621263409.7
230,11.0,-2.0,1621263409.7
231,12.0,-5.0,1621263409.7
232,13.0,-1.0,1621263409.7
233,14.0,-4.0,1621263409.7
234,16.0,-6.0,1621263409.7
235,17.0,3.0,1621263409.7
236,18.0,2.0,1621263409.7
237,2.0,3.0,1621263410.7
238,4.0,-3.0,1621263410.7
239,5.0,-6.0,1621263410.7
240,6.0,4.0,1621263410.7
241,7.0,1.0,1621263410.7
242,8.0,-2.0,1621263410.7
243,9.0,-5.0,1621263410.7
244,10.0,0.0,1621263410.7
245,11.0,-2.0,1621263410.7
246,12.0,-5.0,1621263410.7
247,13.0,-1.0,1621263410.7
248,14.0,-4.0,1621263410.7
249,16.0,-7.0,1621263410.7
250,17.0,3.0,1621263410.7
251,18.0,2.0,1621263410.7
252,2.0,3.0,1621263411.7
253,4.0,-3.0,1621263411.7
254,5.0,-6.0,1621263411.7
255,6.0,4.0,1621263411.7
256,7.0,1.0,1621263411.7
257,8.0,-2.0,1621263411.7
258,9.0,-5.0,1621263411.7
259,10.0,0.0,1621263411.7
260,11.0,-2.0,1621263411.7
261,12.0,-5.0,1621263411.7
262,13.0,-1.0,1621263411.7
263,14.0,-4.0,1621263411.7
264,16.0,-7.0,1621263411.7
265,17.0,3.0,1621263411.7
266,18.0,2.0,1621263411.7
267,2.0,3.0,1621263412.8
268,4.0,-2.0,1621263412.8
269,5.0,-5.0,1621263412.8
270,6.0,4.0,1621263412.8
271,7.0,2.0,1621263412.8
272,8.0,-1.0,1621263412.8
273,9.0,-4.0,1621263412.8
274,10.0,1.0,1621263412.8
275,11.0,-2.0,1621263412.8
276,12.0,-4.0,1621263412.8
277,13.0,-1.0,1621263412.8
278,14.0,-4.0,1621263412.8
279,16.0,-6.0,1621263412.8
280,17.0,3.0,1621263412.8
281,18.0,2.0,1621263412.8
282,2.0,3.0,1621263413.8
283,4.0,-3.0,1621263413.8
284,5.0,-6.0,1621263413.8
285,6.0,4.0,1621263413.8
286,7.0,1.0,1621263413.8
287,8.0,-2.0,1621263413.8
288,9.0,-4.0,1621263413.8
289,10.0,0.0,1621263413.8
290,11.0,-2.0,1621263413.8
291,12.0,-5.0,1621263413.8
292,13.0,-1.0,1621263413.8
293,14.0,-4.0,1621263413.8
294,16.0,-7.0,1621263413.8
295,17.0,3.0,1621263413.8
296,18.0,2.0,1621263413.8
297,2.0,3.0,1621263414.8
298,4.0,-3.0,1621263414.8
299,5.0,-6.0,1621263414.8
300,6.0,4.0,1621263414.8
301,7.0,1.0,1621263414.8
302,8.0,-2.0,1621263414.8
303,9.0,-5.0,1621263414.8
304,10.0,0.0,1621263414.8
305,11.0,-2.0,1621263414.8
306,12.0,-5.0,1621263414.8
307,13.0,-1.0,1621263414.8
308,14.0,-4.0,1621263414.8
309,16.0,-7.0,1621263414.8
310,17.0,2.0,1621263414.8
311,18.0,2.0,1621263414.8
312,2.0,3.0,1621263415.8
313,4.0,-3.0,1621263415.8
314,5.0,-5.0,1621263415.8
315,6.0,4.0,1621263415.8
316,7.0,1.0,1621263415.8
317,8.0,-1.0,1621263415.8
318,9.0,-4.0,1621263415.8
319,10.0,0.0,1621263415.8
320,11.0,-2.0,1621263415.8
321,12.0,-5.0,1621263415.8
322,13.0,-1.0,1621263415.8
323,14.0,-4.0,1621263415.8
324,16.0,-7.0,1621263415.8
325,17.0,3.0,1621263415.8
326,18.0,2.0,1621263415.8
327,2.0,3.0,1621263416.8
328,4.0,-3.0,1621263416.8
329,5.0,-5.0,1621263416.8
330,6.0,4.0,1621263416.8
331,7.0,1.0,1621263416.8
332,8.0,-2.0,1621263416.8
333,9.0,-4.0,1621263416.8
334,10.0,0.0,1621263416.8
335,11.0,-2.0,1621263416.8
336,12.0,-5.0,1621263416.8
337,13.0,-1.0,1621263416.8
338,14.0,-4.0,1621263416.8
339,16.0,-7.0,1621263416.8
340,17.0,3.0,1621263416.8
341,18.0,2.0,1621263416.8
342,2.0,4.0,1621263417.8
343,4.0,-2.0,1621263417.8
344,5.0,-5.0,1621263417.8
345,6.0,4.0,1621263417.8
346,7.0,2.0,1621263417.8
347,8.0,-1.0,1621263417.8
348,9.0,-4.0,1621263417.8
349,10.0,1.0,1621263417.8
350,11.0,-2.0,1621263417.8
351,12.0,-4.0,1621263417.8
352,13.0,0.0,1621263417.8
353,14.0,-3.0,1621263417.8
354,16.0,-6.0,1621263417.8
355,17.0,3.0,1621263417.8
356,18.0,2.0,1621263417.8
357,2.0,4.0,1621263418.9
358,4.0,-2.0,1621263418.9
359,5.0,-5.0,1621263418.9
360,6.0,5.0,1621263418.9
361,7.0,2.0,1621263418.9
362,8.0,-1.0,1621263418.9
363,9.0,-4.0,1621263418.9
364,10.0,1.0,1621263418.9
365,11.0,-2.0,1621263418.9
366,12.0,-4.0,1621263418.9
367,13.0,0.0,1621263418.9
368,14.0,-3.0,1621263418.9
369,16.0,-6.0,1621263418.9
370,17.0,3.0,1621263418.9
371,18.0,2.0,1621263418.9
372,2.0,3.0,1621263419.9
373,4.0,-3.0,1621263419.9
374,5.0,-5.0,1621263419.9
375,6.0,4.0,1621263419.9
376,7.0,1.0,1621263419.9
377,8.0,-1.0,1621263419.9
378,9.0,-4.0,1621263419.9
379,10.0,1.0,1621263419.9
380,11.0,-2.0,1621263419.9
381,12.0,-5.0,1621263419.9
382,13.0,-1.0,1621263419.9
383,14.0,-4.0,1621263419.9
384,16.0,-6.0,1621263419.9
385,17.0,3.0,1621263419.9
386,18.0,2.0,1621263419.9
387,2.0,4.0,1621263420.9
388,4.0,-2.0,1621263420.9
389,5.0,-5.0,1621263420.9
390,6.0,5.0,1621263420.9
391,7.0,2.0,1621263420.9
392,8.0,-1.0,1621263420.9
393,9.0,-4.0,1621263420.9
394,10.0,1.0,1621263420.9
395,11.0,-1.0,1621263420.9
396,12.0,-4.0,1621263420.9
397,13.0,0.0,1621263420.9
398,14.0,-3.0,1621263420.9
399,16.0,-6.0,1621263420.9
400,17.0,3.0,1621263420.9
401,18.0,3.0,1621263420.9
402,2.0,3.0,1621263421.9
403,4.0,-2.0,1621263421.9
404,5.0,-5.0,1621263421.9
405,6.0,4.0,1621263421.9
406,7.0,2.0,1621263421.9
407,8.0,-1.0,1621263421.9
408,9.0,-4.0,1621263421.9
409,10.0,1.0,1621263421.9
410,11.0,-2.0,1621263421.9
411,12.0,-5.0,1621263421.9
412,13.0,-1.0,1621263421.9
413,14.0,-4.0,1621263421.9
414,16.0,-6.0,1621263421.9
415,17.0,3.0,1621263421.9
416,18.0,2.0,1621263421.9
417,2.0,4.0,1621263422.9
418,4.0,-2.0,1621263422.9
419,5.0,-5.0,1621263422.9
420,6.0,5.0,1621263422.9
421,7.0,2.0,1621263422.9
422,8.0,-1.0,1621263422.9
423,9.0,-4.0,1621263422.9
424,10.0,1.0,1621263422.9
425,11.0,-1.0,1621263422.9
426,12.0,-4.0,1621263422.9
427,13.0,0.0,1621263422.9
428,14.0,-3.0,1621263422.9
429,16.0,-6.0,1621263422.9
430,17.0,3.0,1621263422.9
431,18.0,3.0,1621263422.9
432,2.0,4.0,1621263423.9
433,4.0,-2.0,1621263423.9
434,5.0,-5.0,1621263423.9
435,6.0,4.0,1621263423.9
436,7.0,2.0,1621263423.9
437,8.0,-1.0,1621263423.9
438,9.0,-4.0,1621263423.9
439,10.0,1.0,1621263423.9
440,11.0,-2.0,1621263423.9
441,12.0,-4.0,1621263423.9
442,13.0,0.0,1621263423.9
443,14.0,-3.0,1621263423.9
444,16.0,-6.0,1621263423.9
445,17.0,3.0,1621263423.9
446,18.0,2.0,1621263423.9
447,2.0,4.0,1621263425.0
448,5.0,-5.0,1621263425.0
449,6.0,4.0,1621263425.0
450,7.0,2.0,1621263425.0
451,8.0,-1.0,1621263425.0
452,9.0,-4.0,1621263425.0
453,10.0,1.0,1621263425.0
454,11.0,-2.0,1621263425.0
455,12.0,-4.0,1621263425.0
456,13.0,0.0,1621263425.0
457,14.0,-3.0,1621263425.0
458,16.0,-6.0,1621263425.0
459,17.0,3.0,1621263425.0
460,18.0,2.0,1621263425.0
461,2.0,4.0,1621263426.0
462,5.0,-5.0,1621263426.0
463,6.0,5.0,1621263426.0
464,7.0,2.0,1621263426.0
465,8.0,-1.0,1621263426.0
466,9.0,-4.0,1621263426.0
467,10.0,1.0,1621263426.0
468,11.0,-1.0,1621263426.0
469,12.0,-4.0,1621263426.0
470,13.0,0.0,1621263426.0
471,14.0,-3.0,1621263426.0
472,16.0,-6.0,1621263426.0
473,17.0,4.0,1621263426.0
474,18.0,3.0,1621263426.0
475,2.0,3.0,1621263427.0
476,5.0,-6.0,1621263427.0
477,6.0,4.0,1621263427.0
478,7.0,1.0,1621263427.0
479,8.0,-2.0,1621263427.0
480,9.0,-5.0,1621263427.0
481,10.0,0.0,1621263427.0
482,11.0,-2.0,1621263427.0
483,12.0,-5.0,1621263427.0
484,13.0,-1.0,1621263427.0
485,14.0,-4.0,1621263427.0
486,16.0,-7.0,1621263427.0
487,17.0,3.0,1621263427.0
488,18.0,2.0,1621263427.0
489,2.0,3.0,1621263428.0
490,4.0,-3.0,1621263428.0
491,5.0,-6.0,1621263428.0
492,6.0,4.0,1621263428.0
493,7.0,1.0,1621263428.0
494,8.0,-2.0,1621263428.0
495,9.0,-5.0,1621263428.0
496,10.0,0.0,1621263428.0
497,11.0,-2.0,1621263428.0
498,12.0,-5.0,1621263428.0
499,13.0,-1.0,1621263428.0
500,14.0,-4.0,1621263428.0
501,16.0,-7.0,1621263428.0
502,17.0,3.0,1621263428.0
503,18.0,2.0,1621263428.0
504,2.0,3.0,1621263429.0
